"","control","treatment","variance","levels","groups","sampled_numbers","repeats","diff","label"
"10389",2.95529411764706,3,2.08753324516401,5,2,830,100,0.0447058823529414,"rand"
"10390",3.00470588235294,3.05679012345679,2.02924847762582,5,2,830,100,0.0520842411038487,"rand"
"10391",2.93647058823529,3.01975308641975,2.02721961428343,5,2,830,100,0.0832824981844591,"rand"
"10392",2.98823529411765,3.02469135802469,1.94809394393012,5,2,830,100,0.0364560639070444,"rand"
"10393",2.96470588235294,3.07407407407407,2.11426889705989,5,2,830,100,0.109368191721133,"rand"
"10394",2.98117647058824,3.07407407407407,1.93415786184545,5,2,830,100,0.0928976034858389,"rand"
"10395",3.04235294117647,2.94814814814815,1.97706774020085,5,2,830,100,0.0942047930283225,"rand"
"10396",2.98352941176471,2.92839506172839,2.13563154911564,5,2,830,100,0.0551343500363108,"rand"
"10397",3.07764705882353,3.0962962962963,1.93456479718633,5,2,830,100,0.0186492374727667,"rand"
"10398",3.01411764705882,2.96049382716049,2.03363029924281,5,2,830,100,0.0536238198983296,"rand"
"10399",3.02588235294118,2.95802469135802,2.01924804162367,5,2,830,100,0.0678576615831519,"rand"
"10400",2.97647058823529,3.09135802469136,1.99049660644993,5,2,830,100,0.114887436456064,"rand"
"10401",2.98317307692308,3,1.9796195071043,5,2,838,100,0.0168269230769229,"rand"
"10402",2.96394230769231,2.97867298578199,1.95377855336282,5,2,838,100,0.0147306780896832,"rand"
"10403",3.07211538461538,2.92890995260663,2.03823178016726,5,2,838,100,0.14320543200875,"rand"
"10404",2.99278846153846,3.08293838862559,2.06544569051306,5,2,838,100,0.0901499270871309,"rand"
"10405",2.95913461538462,3.06161137440758,2.08232179365446,5,2,838,100,0.102476759022967,"rand"
"10406",2.94230769230769,2.97867298578199,1.91123115570725,5,2,838,100,0.0363652934742982,"rand"
"10407",2.97836538461538,3,1.9293946729854,5,2,838,100,0.0216346153846154,"rand"
"10408",3.05528846153846,3.09241706161137,1.87265577996196,5,2,838,100,0.0371286000729127,"rand"
"10409",3,2.93601895734597,2.02405026475394,5,2,838,100,0.0639810426540284,"rand"
"10410",2.89903846153846,2.95260663507109,1.99451957924512,5,2,838,100,0.0535681735326285,"rand"
"10411",3.00721153846154,2.93601895734597,1.91076780067464,5,2,838,100,0.0711925811155667,"rand"
"10412",3.02403846153846,2.98578199052133,1.9904192436335,5,2,838,100,0.0382564710171347,"rand"
"10413",3,3.03554502369668,1.88378913211464,5,2,838,100,0.0355450236966823,"rand"
"10414",3.02163461538462,3.02369668246445,2.11537540311888,5,2,838,100,0.00206206707983947,"rand"
"10415",3.02884615384615,3.03791469194313,2.00366121761148,5,2,838,100,0.00906853809697417,"rand"
"10416",2.91105769230769,3.0260663507109,2.05160491926217,5,2,838,100,0.115008658403208,"rand"
"10417",2.91826923076923,3.04976303317536,2.03440660615963,5,2,838,100,0.131493802406125,"rand"
"10418",2.94711538461538,2.96208530805687,1.98360436038471,5,2,838,100,0.0149699234414875,"rand"
"10419",3.01923076923077,2.8696682464455,1.97892946453267,5,2,838,100,0.149562522785271,"rand"
"10420",3.04567307692308,3.04265402843602,2.08765394079891,5,2,838,100,0.00301904848705803,"rand"
"10421",3.07451923076923,3.04976303317536,1.96269207848236,5,2,838,100,0.0247561975938755,"rand"
"10422",2.84375,3.10189573459716,1.99453098490746,5,2,838,100,0.258145734597156,"rand"
"10423",3.00721153846154,2.83886255924171,1.95693934753909,5,2,838,100,0.168348979219832,"rand"
"10424",2.88942307692308,2.8696682464455,1.99620904297939,5,2,838,100,0.0197548304775794,"rand"
"10425",2.98076923076923,3.07582938388626,1.94661009458146,5,2,838,100,0.095060153117025,"rand"
"10426",3.23798076923077,2.86492890995261,2.02615888657924,5,2,838,100,0.373051859278163,"rand"
"10427",3.05048076923077,3.12796208530806,2.03618588948483,5,2,838,100,0.0774813160772876,"rand"
"10428",3.08173076923077,3.03317535545024,2.08273667462212,5,2,838,100,0.0485554137805324,"rand"
"10429",3.04326923076923,2.97630331753555,1.98079286461764,5,2,838,100,0.0669659132336857,"rand"
"10430",2.93509615384615,2.95734597156398,2.04131843753832,5,2,838,100,0.0222498177178272,"rand"
"10431",2.89903846153846,3.06635071090047,2.03078388265855,5,2,838,100,0.167312249362012,"rand"
"10432",3.04567307692308,3.13270142180095,2.04574383452665,5,2,838,100,0.0870283448778708,"rand"
"10433",2.87259615384615,2.99289099526066,1.96924463149731,5,2,838,100,0.12029484141451,"rand"
"10434",3.03365384615385,2.98815165876777,2.0751533348731,5,2,838,100,0.0455021873860737,"rand"
"10435",2.99278846153846,2.87203791469194,1.91293059939607,5,2,838,100,0.120750546846518,"rand"
"10436",2.94711538461538,3.00947867298578,1.98520115311246,5,2,838,100,0.0623632883703973,"rand"
"10437",3.02163461538462,3.04976303317536,1.99154840420527,5,2,838,100,0.0281284177907399,"rand"
"10438",2.84855769230769,2.90521327014218,1.88571098621911,5,2,838,100,0.0566555778344875,"rand"
"10439",2.89182692307692,3.03080568720379,2.0319928828667,5,2,838,100,0.138978764126869,"rand"
"10440",3.05048076923077,2.88388625592417,1.92958714353741,5,2,838,100,0.166594513306598,"rand"
"10441",2.99759615384615,2.86018957345972,2.06655203976014,5,2,838,100,0.137406580386438,"rand"
"10442",2.94471153846154,2.98815165876777,2.09446169550874,5,2,838,100,0.0434401203062342,"rand"
"10443",3.09615384615385,2.84123222748815,1.89262852042897,5,2,838,100,0.254921618665695,"rand"
"10444",2.97355769230769,2.92654028436019,1.96881121632835,5,2,838,100,0.0470174079475028,"rand"
"10445",2.94711538461538,2.82464454976303,2.01553451210854,5,2,838,100,0.122470834852352,"rand"
"10446",3.06009615384615,3.0781990521327,2.01431980906921,5,2,838,100,0.0181028982865477,"rand"
"10447",3,2.9478672985782,1.98019406734473,5,2,838,100,0.0521327014218009,"rand"
"10448",2.92067307692308,3.05687203791469,1.96762645315267,5,2,838,100,0.136198960991615,"rand"
"10449",3.06730769230769,3.05924170616114,2.06887451775434,5,2,838,100,0.00806598614655529,"rand"
"10450",3.03846153846154,2.93127962085308,1.98661688095055,5,2,838,100,0.107181917608458,"rand"
"10451",2.97596153846154,2.94312796208531,1.98162547796854,5,2,838,100,0.0328335763762304,"rand"
"10452",2.98557692307692,3.09241706161137,1.95663139465588,5,2,838,100,0.106840138534452,"rand"
"10453",2.96153846153846,2.95497630331754,1.95165852587517,5,2,838,100,0.00656215822092632,"rand"
"10454",3.00480769230769,3.02132701421801,2.07270682030094,5,2,838,100,0.0165193219103168,"rand"
"10455",2.98557692307692,3.02843601895735,2.050127885989,5,2,838,100,0.0428590958804231,"rand"
"10456",2.87980769230769,3,1.9868777854766,5,2,838,100,0.120192307692307,"rand"
"10457",3.04326923076923,2.98815165876777,1.97705893590873,5,2,838,100,0.0551175720014583,"rand"
"10458",3.01923076923077,3.06398104265403,2.05201694881424,5,2,838,100,0.0447502734232592,"rand"
"10459",3.06971153846154,2.97867298578199,2.05199841461293,5,2,838,100,0.0910385526795476,"rand"
"10460",2.95673076923077,2.99289099526066,1.93127090444051,5,2,838,100,0.0361602260298945,"rand"
"10461",2.96394230769231,2.95971563981043,2.01048750652261,5,2,838,100,0.00422666788188097,"rand"
"10462",3.01682692307692,2.82938388625592,2.06685571551997,5,2,838,100,0.187443036820999,"rand"
"10463",2.99519230769231,2.99052132701422,2.03101199590537,5,2,838,100,0.00467098067808935,"rand"
"10464",3.04807692307692,2.95971563981043,2.05375060949008,5,2,838,100,0.0883612832664964,"rand"
"10465",2.94471153846154,3.05450236966825,2.01433691756272,5,2,838,100,0.109790831206708,"rand"
"10466",3.05769230769231,3.02843601895735,1.95753101627303,5,2,838,100,0.0292562887349614,"rand"
"10467",3.01923076923077,3.09478672985782,1.96087287533896,5,2,838,100,0.0755559606270508,"rand"
"10468",3.08173076923077,2.97867298578199,2.05526185975027,5,2,838,100,0.103057783448778,"rand"
"10469",3.03846153846154,2.94549763033175,1.9485561857184,5,2,838,100,0.0929639081297848,"rand"
"10470",2.98557692307692,2.95734597156398,2.0899792702087,5,2,838,100,0.028230951512942,"rand"
"10471",2.98798076923077,3.00710900473934,1.98326789334565,5,2,838,100,0.0191282355085671,"rand"
"10472",3.125,3.05450236966825,2.02423845818256,5,2,838,100,0.0704976303317535,"rand"
"10473",2.90144230769231,2.94075829383886,1.92927348782303,5,2,838,100,0.0393159861465553,"rand"
"10474",2.94471153846154,2.96919431279621,1.91452026358486,5,2,838,100,0.0244827743346701,"rand"
"10475",3.12019230769231,2.9739336492891,1.96796292019173,5,2,838,100,0.146258658403208,"rand"
"10476",2.98798076923077,2.89810426540284,2.04450489445485,5,2,838,100,0.0898765038279254,"rand"
"10477",2.95673076923077,2.97156398104265,1.96287456907982,5,2,838,100,0.0148332118118848,"rand"
"10478",3.01923076923077,3.01421800947867,1.98299415744947,5,2,838,100,0.00501275975209614,"rand"
"10479",2.95673076923077,3.16587677725118,1.97941848230554,5,2,838,100,0.209146008020415,"rand"
"10480",3,2.97867298578199,1.9556790218504,5,2,838,100,0.0213270142180093,"rand"
"10481",3,2.99052132701422,2.04059845510304,5,2,838,100,0.00947867298578187,"rand"
"10482",2.88221153846154,2.96919431279621,2.02797238689147,5,2,838,100,0.0869827743346701,"rand"
"10483",3.11057692307692,2.98815165876777,2.00835607337263,5,2,838,100,0.12242526430915,"rand"
"10484",3.04326923076923,2.88625592417062,1.979600972903,5,2,838,100,0.157013306598615,"rand"
"10485",2.92067307692308,2.9739336492891,1.91121832433712,5,2,838,100,0.0532605723660224,"rand"
"10486",2.97355769230769,2.96445497630332,1.95602546884401,5,2,838,100,0.00910271600437484,"rand"
"10487",2.95673076923077,2.96208530805687,2.01507828561489,5,2,838,100,0.00535453882610293,"rand"
"10488",2.90144230769231,3.10189573459716,2.07167888498245,5,2,838,100,0.200453426904849,"rand"
"10489",3.03846153846154,2.98104265402844,2.03575104860808,5,2,838,100,0.0574188844331025,"rand"
"10490",2.96875,3.04028436018957,1.9904192436335,5,2,838,100,0.0715343601895735,"rand"
"10491",3.01201923076923,2.9739336492891,1.97844329817538,5,2,838,100,0.0380855814801313,"rand"
"10492",3.07932692307692,2.90284360189573,2.08831974633807,5,2,838,100,0.176483321181188,"rand"
"10493",2.95913461538462,3.14928909952607,2.00415166109215,5,2,838,100,0.190154484141451,"rand"
"10494",3.01201923076923,2.96682464454976,1.91505775542268,5,2,838,100,0.0451945862194676,"rand"
"10495",2.99038461538462,2.98341232227488,2.13961243559365,5,2,838,100,0.00697229310973402,"rand"
"10496",3.06009615384615,3.08293838862559,1.95902515803971,5,2,838,100,0.0228422347794388,"rand"
"10497",3.01682692307692,2.98341232227488,2.04540023894863,5,2,838,100,0.0334146008020415,"rand"
"10498",2.87019230769231,3.04265402843602,2.0005417689612,5,2,838,100,0.172461720743712,"rand"
"10499",3.06971153846154,3.0260663507109,1.97860297744815,5,2,838,100,0.0436451877506379,"rand"
"10500",2.92548076923077,3.04028436018957,2.04034182770036,5,2,838,100,0.114803590958804,"rand"
"10501",3.02551020408163,2.95814977973568,1.97976834949012,5,2,846,100,0.0673604243459498,"rand"
"10502",2.93367346938776,3.00660792951542,1.9436387035405,5,2,846,100,0.0729344601276636,"rand"
"10503",3.01275510204082,3.00660792951542,2.0377802957181,5,2,846,100,0.00614717252539787,"rand"
"10504",3.07142857142857,3.01541850220264,2.07284261474114,5,2,846,100,0.0560100692259287,"rand"
"10505",2.97704081632653,3.01541850220264,2.05679913830487,5,2,846,100,0.0383776858761125,"rand"
"10506",2.89285714285714,3.04625550660793,1.94849553065592,5,2,846,100,0.153398363750787,"rand"
"10507",3.05867346938776,2.95814977973568,1.89346874256858,5,2,846,100,0.100523689652072,"rand"
"10508",3.03826530612245,3.02863436123348,1.89476128526865,5,2,846,100,0.00963094488896887,"rand"
"10509",2.90051020408163,2.98678414096916,2.01965252423518,5,2,846,100,0.0862739368875305,"rand"
"10510",2.99744897959184,2.90748898678414,1.99149635598081,5,2,846,100,0.089959992807696,"rand"
"10511",2.89795918367347,3.01982378854626,1.9288332144306,5,2,846,100,0.121864604872786,"rand"
"10512",3.03316326530612,3.04185022026432,1.9677983409571,5,2,846,100,0.00868695495819471,"rand"
"10513",2.96938775510204,3.02643171806167,1.94556213017751,5,2,846,100,0.0570439629596335,"rand"
"10514",3.08418367346939,2.98458149779736,2.07006029068222,5,2,846,100,0.0996021756720307,"rand"
"10515",3.01020408163265,3.00220264317181,1.98931414103264,5,2,846,100,0.00800143846084689,"rand"
"10516",2.95408163265306,2.96035242290749,2.08576104746317,5,2,846,100,0.00627079025442789,"rand"
"10517",2.95918367346939,3.03744493392071,2.01301635262355,5,2,846,100,0.0782612604513173,"rand"
"10518",3.04081632653061,2.92290748898678,1.98411039769469,5,2,846,100,0.117908837543828,"rand"
"10519",2.9030612244898,2.99339207048458,1.98226390812316,5,2,846,100,0.0903308459947856,"rand"
"10520",3.07142857142857,3.04625550660793,2.08303187992222,5,2,846,100,0.0251730648206423,"rand"
"10521",2.96428571428571,3.12334801762115,1.9809643711444,5,2,846,100,0.159062303335431,"rand"
"10522",2.85459183673469,2.98237885462555,1.98817267475205,5,2,846,100,0.127787017890856,"rand"
"10523",2.96683673469388,2.94933920704846,1.9484829409543,5,2,846,100,0.0174975276454195,"rand"
"10524",2.79591836734694,2.94273127753304,1.96061381789696,5,2,846,100,0.146812910186101,"rand"
"10525",3.13010204081633,3.00660792951542,2.00775525620043,5,2,846,100,0.123494111300908,"rand"
"10526",2.88265306122449,3.1431718061674,2.04801572313847,5,2,846,100,0.260518744942911,"rand"
"10527",3.22959183673469,3.0352422907489,1.96298068180229,5,2,846,100,0.194349545985796,"rand"
"10528",3.06377551020408,3.00220264317181,2.14816679955796,5,2,846,100,0.0615728670322757,"rand"
"10529",2.92091836734694,3.08149779735683,1.93131058793907,5,2,846,100,0.160579430009889,"rand"
"10530",3.01530612244898,2.84581497797357,2.04160756501182,5,2,846,100,0.169491144475411,"rand"
"10531",2.99744897959184,3.04625550660793,2.04677773581211,5,2,846,100,0.0488065270160924,"rand"
"10532",3.10714285714286,3.00220264317181,2.02226558675004,5,2,846,100,0.104940213971051,"rand"
"10533",2.89030612244898,3.09251101321586,2.02011694433953,5,2,846,100,0.202204890766879,"rand"
"10534",2.93367346938776,2.87224669603524,1.98066221830543,5,2,846,100,0.0614267733525127,"rand"
"10535",2.97448979591837,2.91629955947137,1.99677703638424,5,2,846,100,0.0581902364470017,"rand"
"10536",3.03826530612245,3.02422907488987,1.9659182788479,5,2,846,100,0.0140362312325815,"rand"
"10537",2.98214285714286,2.97136563876652,1.99233986598962,5,2,846,100,0.0107772183763375,"rand"
"10538",2.91326530612245,2.91189427312775,1.91423335711388,5,2,846,100,0.00137103299469565,"rand"
"10539",3.06377551020408,2.86123348017621,1.98377886888525,5,2,846,100,0.20254203002787,"rand"
"10540",2.96938775510204,2.96916299559471,1.98485319009051,5,2,846,100,0.000224759507327033,"rand"
"10541",2.96173469387755,2.90308370044053,2.03655070152615,5,2,846,100,0.0586509934370221,"rand"
"10542",3.08418367346939,2.9295154185022,2.02958439996083,5,2,846,100,0.154668254967185,"rand"
"10543",2.88265306122449,3.01321585903084,1.85574999650286,5,2,846,100,0.130562797806347,"rand"
"10544",2.9234693877551,2.93832599118943,2.08286821380111,5,2,846,100,0.0148566034343252,"rand"
"10545",2.92602040816327,2.97356828193833,2.02250059451369,5,2,846,100,0.0475478737750605,"rand"
"10546",2.98979591836735,3.00220264317181,1.98223593100843,5,2,846,100,0.012406724804459,"rand"
"10547",3,3.02863436123348,1.96071033894274,5,2,846,100,0.0286343612334803,"rand"
"10548",2.9515306122449,2.93832599118943,2.01229454306377,5,2,846,100,0.0132046210554706,"rand"
"10549",3.01530612244898,3.11674008810573,2.07915425182201,5,2,846,100,0.101433965656747,"rand"
"10550",2.96683673469388,2.98237885462555,1.93902807503462,5,2,846,100,0.015542119931673,"rand"
"10551",3.04336734693878,2.95154185022026,2.03191769132849,5,2,846,100,0.0918254967185113,"rand"
"10552",2.9515306122449,3.06167400881057,1.86852574593982,5,2,846,100,0.110143396565675,"rand"
"10553",2.98214285714286,2.9647577092511,2.01937834851092,5,2,846,100,0.0173851478917557,"rand"
"10554",3.03571428571429,3.02202643171806,2.11990431826766,5,2,846,100,0.013687853996224,"rand"
"10555",2.93367346938776,2.95814977973568,2.0030844768979,5,2,846,100,0.0244763103479277,"rand"
"10556",2.97959183673469,3.03083700440529,1.98338159385623,5,2,846,100,0.0512451676705923,"rand"
"10557",3.05867346938776,2.95814977973568,2.05678235203603,5,2,846,100,0.100523689652072,"rand"
"10558",3.05612244897959,3.07709251101322,2.03924209996223,5,2,846,100,0.0209700620336237,"rand"
"10559",2.95408163265306,2.89867841409692,1.93273182536685,5,2,846,100,0.0554032185561448,"rand"
"10560",3.11479591836735,3.04625550660793,1.96787108145537,5,2,846,100,0.0685404117594177,"rand"
"10561",2.85714285714286,2.84361233480176,2.02359170198777,5,2,846,100,0.0135305223410951,"rand"
"10562",3.02551020408163,2.99339207048458,2.01531607145355,5,2,846,100,0.0321181335970513,"rand"
"10563",2.95408163265306,3.01101321585903,2.08615412592499,5,2,846,100,0.0569315832059698,"rand"
"10564",2.92091836734694,3.08810572687225,2.02237189978598,5,2,846,100,0.167187359525307,"rand"
"10565",2.94132653061224,3.05286343612335,2.01064948871823,5,2,846,100,0.111536905511103,"rand"
"10566",3.13775510204082,3.0352422907489,1.95764264831368,5,2,846,100,0.102512811291918,"rand"
"10567",3.05612244897959,3.03083700440529,2.01238826639809,5,2,846,100,0.0252854445743056,"rand"
"10568",2.90561224489796,3.05726872246696,1.9536768923021,5,2,846,100,0.151656477569001,"rand"
"10569",2.9719387755102,2.98017621145374,2.05151146362276,5,2,846,100,0.00823743594354021,"rand"
"10570",2.98469387755102,2.92070484581498,2.05197028830417,5,2,846,100,0.0639890317360425,"rand"
"10571",3.13520408163265,3.08370044052863,1.96593086854953,5,2,846,100,0.0515036411040186,"rand"
"10572",3,3.04185022026432,1.92493880006155,5,2,846,100,0.0418502202643172,"rand"
"10573",2.91581632653061,2.88325991189427,1.93994992096465,5,2,846,100,0.0325564146363391,"rand"
"10574",3,3.03964757709251,1.99481304293088,5,2,846,100,0.0396475770925111,"rand"
"10575",2.89285714285714,3.03744493392071,2.04291269741352,5,2,846,100,0.144587791063562,"rand"
"10576",2.96938775510204,2.88546255506608,1.97533537566271,5,2,846,100,0.0839252000359614,"rand"
"10577",3.0765306122449,3.02863436123348,1.94652594177962,5,2,846,100,0.0478962510114176,"rand"
"10578",3,3.03964757709251,2.03268286541609,5,2,846,100,0.0396475770925111,"rand"
"10579",3.0280612244898,2.97356828193833,1.90650747688391,5,2,846,100,0.05449294255147,"rand"
"10580",3.09183673469388,2.94052863436123,2.02000503588065,5,2,846,100,0.151308100332644,"rand"
"10581",2.89030612244898,3.01541850220264,2.01002140249276,5,2,846,100,0.125112379753663,"rand"
"10582",2.98724489795918,3.04845814977974,2.04338271294081,5,2,846,100,0.0612132518205524,"rand"
"10583",3.07142857142857,2.86784140969163,2.01276875515828,5,2,846,100,0.203587161736942,"rand"
"10584",2.9234693877551,2.98678414096916,1.89404507113181,5,2,846,100,0.063314753214061,"rand"
"10585",2.97704081632653,2.98678414096916,1.9393302278736,5,2,846,100,0.00974332464263261,"rand"
"10586",3.04336734693878,2.85022026431718,2.03068110285786,5,2,846,100,0.193147082621595,"rand"
"10587",2.98724489795918,2.99339207048458,2.07801698210864,5,2,846,100,0.00614717252539787,"rand"
"10588",2.9719387755102,3.11674008810573,2.00463301019766,5,2,846,100,0.144801312595523,"rand"
"10589",2.98469387755102,3.00220264317181,1.99878159665394,5,2,846,100,0.0175087656207857,"rand"
"10590",2.89795918367347,3.05286343612335,2.00674248464756,5,2,846,100,0.154904252449878,"rand"
"10591",3.00765306122449,2.98678414096916,2.04140752864157,5,2,846,100,0.0208689202553267,"rand"
"10592",2.9719387755102,3.09691629955947,2.02806244492006,5,2,846,100,0.124977524049267,"rand"
"10593",2.95663265306122,3.05286343612335,1.91827465133521,5,2,846,100,0.0962307830621234,"rand"
"10594",2.89540816326531,3.04405286343612,2.1141760040287,5,2,846,100,0.148644700170817,"rand"
"10595",3.01785714285714,3.14977973568282,1.96491250157371,5,2,846,100,0.131922592825676,"rand"
"10596",2.99489795918367,2.99118942731278,2.06148810273197,5,2,846,100,0.00370853187089804,"rand"
"10597",2.94132653061224,2.98237885462555,1.99037167596906,5,2,846,100,0.0410523240133056,"rand"
"10598",2.96683673469388,3.09471365638767,1.96087120735239,5,2,846,100,0.127876921693788,"rand"
"10599",2.89540816326531,3.04845814977974,2.0693174982864,5,2,846,100,0.15304998651443,"rand"
"10600",2.97704081632653,3.0704845814978,1.98387538993104,5,2,846,100,0.093443765171267,"rand"
"10601",2.97926267281106,3,1.98464847857541,5,2,854,100,0.0207373271889399,"rand"
"10602",2.98387096774194,2.98095238095238,1.94928081354964,5,2,854,100,0.00291858678955448,"rand"
"10603",2.99078341013825,3.02380952380952,2.03043123731917,5,2,854,100,0.0330261136712751,"rand"
"10604",3.04377880184332,3.01666666666667,2.06237799638142,5,2,854,100,0.0271121351766515,"rand"
"10605",3.03225806451613,2.98095238095238,2.06560122559584,5,2,854,100,0.051305683563748,"rand"
"10606",2.99078341013825,2.94761904761905,1.95686803155141,5,2,854,100,0.0431643625192009,"rand"
"10607",3.05069124423963,2.98809523809524,1.89526564185915,5,2,854,100,0.0625960061443931,"rand"
"10608",3.0184331797235,3.02619047619048,1.87172014463349,5,2,854,100,0.00775729646697387,"rand"
"10609",2.95161290322581,2.93095238095238,1.99656811199486,5,2,854,100,0.0206605222734257,"rand"
"10610",3.04608294930876,2.84285714285714,1.98068258879667,5,2,854,100,0.203225806451613,"rand"
"10611",3.01152073732719,2.93571428571429,1.98995692294176,5,2,854,100,0.0758064516129036,"rand"
"10612",3.01612903225806,3.06190476190476,1.9129247647784,5,2,854,100,0.0457757296466972,"rand"
"10613",3.13133640552995,2.86904761904762,1.97654785012808,5,2,854,100,0.262288786482335,"rand"
"10614",3.01382488479263,3.03333333333333,2.07682487212785,5,2,854,100,0.0195084485407064,"rand"
"10615",2.95161290322581,3.02857142857143,2.0245077986223,5,2,854,100,0.076958525345622,"rand"
"10616",2.97235023041475,2.96190476190476,2.03643841408337,5,2,854,100,0.0104454685099844,"rand"
"10617",3.01152073732719,3.05952380952381,2.0081431838586,5,2,854,100,0.0480030721966203,"rand"
"10618",2.93778801843318,2.90952380952381,1.99771710809898,5,2,854,100,0.0282642089093703,"rand"
"10619",3.05760368663594,2.89047619047619,1.99822228201334,5,2,854,100,0.167127496159754,"rand"
"10620",3.05990783410138,3.05952380952381,2.08904376618135,5,2,854,100,0.00038402457757325,"rand"
"10621",3.04838709677419,3.03095238095238,2.00779175852687,5,2,854,100,0.0174347158218127,"rand"
"10622",2.95161290322581,2.81190476190476,1.88779648080476,5,2,854,100,0.139708141321045,"rand"
"10623",3.01612903225806,2.9,2.00418003959026,5,2,854,100,0.116129032258065,"rand"
"10624",2.95391705069124,2.8547619047619,1.92182570950853,5,2,854,100,0.0991551459293394,"rand"
"10625",3.04608294930876,3.13333333333333,2.04365361542538,5,2,854,100,0.0872503840245775,"rand"
"10626",3.13364055299539,2.93571428571429,2.03971243524027,5,2,854,100,0.197926267281106,"rand"
"10627",3.13824884792627,3.10952380952381,2.02912437436682,5,2,854,100,0.0287250384024578,"rand"
"10628",2.93548387096774,3.08571428571429,2.10073277672686,5,2,854,100,0.150230414746544,"rand"
"10629",3.03225806451613,2.94047619047619,1.97287023894177,5,2,854,100,0.0917818740399383,"rand"
"10630",3.04377880184332,2.88571428571429,2.03284316820919,5,2,854,100,0.158064516129032,"rand"
"10631",3.07603686635945,3.01190476190476,2.02849839799468,5,2,854,100,0.0641321044546852,"rand"
"10632",3.01382488479263,2.96428571428571,1.97995914680519,5,2,854,100,0.0495391705069124,"rand"
"10633",2.94239631336406,3.04285714285714,2.02689639267388,5,2,854,100,0.100460829493088,"rand"
"10634",2.963133640553,2.89761904761905,1.99873843796931,5,2,854,100,0.065514592933948,"rand"
"10635",3,2.93333333333333,1.98485576461092,5,2,854,100,0.0666666666666669,"rand"
"10636",2.99078341013825,3.08809523809524,1.96216274836573,5,2,854,100,0.0973118279569896,"rand"
"10637",2.86405529953917,2.9047619047619,1.9033099873432,5,2,854,100,0.0407066052227343,"rand"
"10638",2.92857142857143,3.09761904761905,2.02330938333091,5,2,854,100,0.169047619047619,"rand"
"10639",2.91935483870968,2.94285714285714,1.90964113433508,5,2,854,100,0.0235023041474656,"rand"
"10640",2.90322580645161,2.9,2.07003247938808,5,2,854,100,0.00322580645161308,"rand"
"10641",2.91244239631336,3.0452380952381,2.06632741309773,5,2,854,100,0.132795698924731,"rand"
"10642",2.963133640553,2.95714285714286,1.91400512312241,5,2,854,100,0.00599078341013826,"rand"
"10643",2.963133640553,2.97142857142857,1.96375377164492,5,2,854,100,0.00829493087557598,"rand"
"10644",2.90322580645161,2.86904761904762,2.04218339460397,5,2,854,100,0.0341781874039939,"rand"
"10645",3.11981566820277,3.00952380952381,2.03086502796302,5,2,854,100,0.110291858678956,"rand"
"10646",2.91013824884793,3.03571428571429,1.96872863649717,5,2,854,100,0.125576036866359,"rand"
"10647",2.90322580645161,2.99285714285714,1.97025651303706,5,2,854,100,0.0896313364055299,"rand"
"10648",3.04377880184332,3.15714285714286,2.0123561695737,5,2,854,100,0.113364055299539,"rand"
"10649",2.97004608294931,3.0047619047619,2.01507422487377,5,2,854,100,0.034715821812596,"rand"
"10650",3.01152073732719,2.88571428571429,1.99863410857395,5,2,854,100,0.125806451612903,"rand"
"10651",3.18433179723502,2.91190476190476,1.96111945441217,5,2,854,100,0.272427035330261,"rand"
"10652",2.96082949308756,2.93571428571429,1.92700236937548,5,2,854,100,0.0251152073732719,"rand"
"10653",2.99078341013825,3.05238095238095,2.07927386740832,5,2,854,100,0.0615975422427035,"rand"
"10654",3.01152073732719,2.97857142857143,2.05859468304455,5,2,854,100,0.0329493087557604,"rand"
"10655",2.98847926267281,2.8952380952381,1.94629369822997,5,2,854,100,0.0932411674347158,"rand"
"10656",2.99078341013825,3.03095238095238,2.00575047154141,5,2,854,100,0.0401689708141322,"rand"
"10657",3.07142857142857,3.00238095238095,2.0830022705371,5,2,854,100,0.0690476190476192,"rand"
"10658",3.04147465437788,3.0452380952381,2.0321183534625,5,2,854,100,0.00376344086021474,"rand"
"10659",2.91013824884793,3.05238095238095,1.91871230071026,5,2,854,100,0.142242703533026,"rand"
"10660",2.90092165898618,2.92380952380952,2.01455257789699,5,2,854,100,0.0228878648233484,"rand"
"10661",2.97695852534562,2.97619047619048,2.04868888150652,5,2,854,100,0.000768049155146056,"rand"
"10662",2.99308755760369,2.99285714285714,2.07263522325118,5,2,854,100,0.00023041474654395,"rand"
"10663",3.00230414746544,3.00238095238095,2.02344116783031,5,2,854,100,7.680491551465e-05,"rand"
"10664",2.91013824884793,3.0452380952381,1.99945089791918,5,2,854,100,0.135099846390169,"rand"
"10665",3.05990783410138,3.02380952380952,1.96774025275169,5,2,854,100,0.0360983102918588,"rand"
"10666",3.03225806451613,3.11904761904762,1.98968786292216,5,2,854,100,0.0867895545314901,"rand"
"10667",3.12672811059908,2.8952380952381,1.99631689779288,5,2,854,100,0.231490015360983,"rand"
"10668",2.96082949308756,3.07857142857143,2.01137190409383,5,2,854,100,0.117741935483871,"rand"
"10669",2.88479262672811,2.94285714285714,2.05344410552644,5,2,854,100,0.0580645161290323,"rand"
"10670",3.06221198156682,2.99761904761905,1.97797002451741,5,2,854,100,0.0645929339477727,"rand"
"10671",3.13594470046083,2.98333333333333,1.96580741342719,5,2,854,100,0.152611367127496,"rand"
