"age","race","gender","emply","inc","pid","pid.follow","ideol","ideol.follow","educ","mor.suffer","mor.care","mor.cruel","mor.comp","mor.anim","mor.kill","si.white","si.care","si.kids","si.kill","si.good","si.help","hc.group","hc.likert","hc.slider","hc.check","ev.group","ev.likert","ev.slider","ev.check","Income","Democrat","Male","Moral conviction","Self-interest","Employed","Unemployed","Retired","Student","Homemaker","High school or lower","Some college","Associate degree","Bachelor","Master or higher"
64,"Other","Female","Employed full time","$40 000 to $59 999","Republican","Strong","Conservative","Very conservative","High school or lower",1,1,1,6,5,6,1,1,1,1,1,1,"si.supp",3,8.3,3,"si.opp",3,7.2,5,3,0,0,3.33333333333333,1,1,0,0,0,0,1,0,0,0,0
20,"Hispanic or Latino","Male","Employed full time","$80 000 to $99 999","Independent","Closer to the Democratic Party","Conservative","Somewhat conservative","Associate degree",3,4,5,4,6,4,3,5,5,4,5,4,"m.supp",3,8.7,5,"si.supp",3,10,6,5,0,1,4.33333333333333,4.33333333333333,1,0,0,0,0,0,0,1,0,0
65,"Asian","Female","Employed full time","$60 000 to $79 999","Democrat","Not very strong","Liberal","Somewhat liberal","Master or higher",3,3,2,5,6,5,2,6,2,5,4,4,"si.supp",3,7.1,3,"si.opp",4,6.3,5,4,1,0,4,3.83333333333333,1,0,0,0,0,0,0,0,0,1
20,"Hispanic or Latino","Female","Student","$60 000 to $79 999","Democrat","Strong","Liberal","Very liberal","Some college",4,3,3,5,6,4,5,5,5,6,5,4,"m.supp",4,6.7,3,"m.supp",5,8.3,5,4,1,0,4.16666666666667,5,0,0,0,1,0,0,1,0,0,0
19,"Black or African-American","Female","Employed full time","$150 000 or more","Something else","Neither","Neither","Neither","Some college",5,3,6,5,5,6,4,5,4,2,5,3,"si.opp",3,5,3,"m.supp",3,5,5,7,0,0,5,3.83333333333333,1,0,0,0,0,0,1,0,0,0
47,"Other","Male","Unemployed","$40 000 to $59 999","Independent","Closer to the Democratic Party","Neither","Closer to conservatives","Associate degree",5,5,6,5,6,4,6,6,3,6,5,3,"control",4,5,3,"m.opp",2,5.2,5,3,0,1,5.16666666666667,4.83333333333333,0,1,0,0,0,0,0,1,0,0
57,"Asian","Male","Unemployed","$80 000 to $99 999","Republican","Not very strong","Liberal","Somewhat liberal","Bachelor",5,3,5,5,6,3,4,4,4,5,5,3,"control",3,5.3,3,"si.supp",3,2.9,5,5,0,1,4.5,4.16666666666667,0,1,0,0,0,0,0,0,1,0
18,"Hispanic or Latino","Female","Employed full time","$40 000 to $59 999","Republican","Not very strong","Liberal","Somewhat liberal","High school or lower",6,5,5,2,6,6,1,6,4,4,2,6,"m.supp",2,6.4,3,"m.supp",2,8.3,5,3,0,0,5,3.83333333333333,1,0,0,0,0,1,0,0,0,0
24,"American Indian or Alaska Native","Male","Employed part time","$80 000 to $99 999","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","High school or lower",4,3,5,5,6,2,3,4,4,5,4,3,"m.supp",3,5.6,3,"si.opp",3,4.4,5,5,0,1,4.16666666666667,3.83333333333333,1,0,0,0,0,1,0,0,0,0
21,"American Indian or Alaska Native","Female","Employed full time","$60 000 to $79 999","Democrat","Strong","Conservative","Very conservative","Associate degree",5,5,4,5,3,3,3,4,4,3,2,3,"si.supp",2,4.4,1,"m.opp",3,6.2,3,4,1,0,4.16666666666667,3.16666666666667,1,0,0,0,0,0,0,1,0,0
18,"Hispanic or Latino","Female","Employed part time","$150 000 or more","Independent","Closer to the Democratic Party","Neither","Neither","High school or lower",6,6,6,6,6,5,3,5,1,1,2,1,"si.supp",3,7.3,3,"m.opp",4,7.3,5,7,0,0,5.83333333333333,2.16666666666667,1,0,0,0,0,1,0,0,0,0
23,"Other","Female","Student","$20 000 to $39 999","Something else","Closer to the Democratic Party","Neither","Closer to conservatives","Some college",5,4,5,3,5,6,3,6,4,2,4,4,"si.supp",4,3,5,"m.opp",3,4.5,2,2,0,0,4.66666666666667,3.83333333333333,0,0,0,1,0,0,1,0,0,0
50,"Hispanic or Latino","Female","Employed full time","$20 000 to $39 999","Democrat","Strong","Neither","Closer to liberals","Associate degree",5,5,5,5,6,6,2,6,3,3,1,5,"si.supp",4,5.7,3,"si.opp",5,7,5,2,1,0,5.33333333333333,3.33333333333333,1,0,0,0,0,0,0,1,0,0
52,"Asian","Female","Employed part time","$20 000 to $39 999","Something else","Closer to the Democratic Party","Neither","Neither","Bachelor",2,4,3,3,3,3,1,5,3,1,3,2,"si.opp",3,4.6,5,"si.supp",3,7.1,3,2,0,0,3,2.5,1,0,0,0,0,0,0,0,1,0
69,"Hispanic or Latino","Male","Retired","$80 000 to $99 999","Democrat","Strong","Conservative","Somewhat conservative","Some college",2,2,3,5,6,4,3,3,3,2,2,3,"si.opp",3,7.5,3,"control",2,3.4,5,5,1,1,3.66666666666667,2.66666666666667,0,0,1,0,0,0,1,0,0,0
52,"Other","Female","Employed full time","$20 000 to $39 999","Independent","Neither","Neither","Neither","Bachelor",1,4,5,5,5,3,2,4,2,5,3,1,"m.opp",3,5,3,"m.supp",3,5.7,5,2,0,0,3.83333333333333,2.83333333333333,1,0,0,0,0,0,0,0,1,0
70,"White","Female","Retired","$40 000 to $59 999","Republican","Strong","Conservative","Somewhat conservative","High school or lower",1,2,3,6,6,6,3,4,1,5,4,4,"si.supp",4,9.5,3,"si.supp",4,9.1,5,3,0,0,4,3.5,0,0,1,0,0,1,0,0,0,0
20,"Hispanic or Latino","Female","Employed full time","$80 000 to $99 999","Independent","Closer to the Democratic Party","Liberal","Somewhat liberal","Bachelor",6,3,5,5,6,4,4,3,4,5,4,5,"si.supp",4,7.4,3,"control",5,9.7,5,5,0,0,4.83333333333333,4.16666666666667,1,0,0,0,0,0,0,0,1,0
59,"White","Male","Employed full time","$40 000 to $59 999","Independent","Neither","Neither","Neither","Some college",3,4,3,3,6,6,5,5,4,6,4,5,"control",5,9.2,3,"si.supp",5,9.4,5,3,0,1,4.16666666666667,4.83333333333333,1,0,0,0,0,0,1,0,0,0
69,"White","Male","Retired","$40 000 to $59 999","Independent","Closer to the Democratic Party","Conservative","Somewhat conservative","Master or higher",3,4,3,6,6,6,5,6,1,1,1,6,"si.supp",5,10,3,"m.opp",4,8.1,5,3,0,1,4.66666666666667,3.33333333333333,0,0,1,0,0,0,0,0,0,1
51,"Hispanic or Latino","Male","Employed part time","$40 000 to $59 999","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","Associate degree",4,4,5,5,5,4,3,4,3,6,3,4,"m.supp",2,2.3,3,"m.opp",4,6.7,5,3,0,1,4.5,3.83333333333333,1,0,0,0,0,0,0,1,0,0
18,"Hispanic or Latino","Female","Student","$20 000 to $39 999","Democrat","Strong","Liberal","Very liberal","Some college",5,5,5,6,6,6,2,1,1,1,1,1,"si.supp",5,8.8,3,"control",5,9.2,5,2,1,0,5.5,1.16666666666667,0,0,0,1,0,0,1,0,0,0
50,"White","Female","Employed part time","$80 000 to $99 999","Republican","Not very strong","Neither","Closer to conservatives","Some college",4,5,6,6,6,4,2,5,3,1,1,2,"si.opp",1,3,3,"si.opp",4,7.8,5,5,0,0,5.16666666666667,2.33333333333333,1,0,0,0,0,0,1,0,0,0
71,"White","Female","Retired","$40 000 to $59 999","Republican","Strong","Conservative","Somewhat conservative","High school or lower",4,4,5,5,6,5,3,5,2,5,2,1,"si.supp",2,4.6,3,"control",3,6.2,5,3,0,0,4.83333333333333,3,0,0,1,0,0,1,0,0,0,0
29,"Black or African-American","Male","Unemployed","$20 000 to $39 999","Democrat","Strong","Liberal","Very liberal","Bachelor",3,5,6,6,6,4,1,1,2,4,1,1,"m.supp",4,8.1,3,"m.opp",4,8,5,2,1,1,5,1.66666666666667,0,1,0,0,0,0,0,0,1,0
52,"White","Female","Homemaker","$80 000 to $99 999","Independent","Neither","Neither","Neither","Bachelor",4,2,4,4,6,6,1,3,3,3,2,4,"m.supp",3,6.4,3,"m.supp",4,7.9,5,5,0,0,4.33333333333333,2.66666666666667,0,0,0,0,1,0,0,0,1,0
49,"White","Female","Unemployed","Less than $20 000","Republican","Strong","Conservative","Very conservative","Some college",6,6,6,6,6,6,1,2,1,1,1,4,"m.supp",3,5.7,3,"si.opp",5,6.8,5,1,0,0,6,1.66666666666667,0,1,0,0,0,0,1,0,0,0
70,"White","Female","Employed full time","$40 000 to $59 999","Democrat","Not very strong","Liberal","Somewhat liberal","High school or lower",6,5,6,6,6,6,2,4,1,1,4,4,"si.opp",4,6.3,3,"m.supp",4,9.1,5,3,1,0,5.83333333333333,2.66666666666667,1,0,0,0,0,1,0,0,0,0
74,"White","Female","Retired","$20 000 to $39 999","Democrat","Strong","Liberal","Somewhat liberal","Master or higher",6,6,5,6,6,3,1,6,2,5,2,2,"si.opp",4,8.5,3,"si.opp",5,10,5,2,1,0,5.33333333333333,3,0,0,1,0,0,0,0,0,0,1
32,"White","Female","Employed part time","Less than $20 000","Republican","Strong","Conservative","Very conservative","High school or lower",1,6,6,6,6,6,1,6,5,6,1,4,"m.supp",5,6.5,2,"si.opp",5,7.6,6,1,0,0,5.16666666666667,3.83333333333333,1,0,0,0,0,1,0,0,0,0
51,"White","Female","Employed full time","$100 000 to $149 999","Republican","Strong","Conservative","Somewhat conservative","High school or lower",5,5,5,6,6,6,3,6,1,1,4,1,"m.opp",1,1.3,3,"si.supp",1,1.3,5,6,0,0,5.5,2.66666666666667,1,0,0,0,0,1,0,0,0,0
54,"White","Male","Retired","$20 000 to $39 999","Independent","Neither","Neither","Neither","Some college",4,4,4,4,6,1,1,4,1,6,1,1,"si.supp",3,5.7,3,"control",5,10,5,2,0,1,3.83333333333333,2.33333333333333,0,0,1,0,0,0,1,0,0,0
57,"White","Female","Homemaker","Less than $20 000","Republican","Strong","Conservative","Very conservative","High school or lower",5,5,6,5,2,5,2,4,2,6,4,5,"m.opp",2,5.5,3,"si.opp",5,10,5,1,0,0,4.66666666666667,3.83333333333333,0,0,0,0,1,1,0,0,0,0
51,"Asian","Female","Retired","$40 000 to $59 999","Republican","Not very strong","Neither","Closer to liberals","Some college",3,3,4,4,4,6,3,4,3,3,2,4,"control",2,3.7,3,"si.opp",3,3.3,3,3,0,0,4,3.16666666666667,0,0,1,0,0,0,1,0,0,0
62,"White","Female","Employed full time","$100 000 to $149 999","Democrat","Strong","Liberal","Somewhat liberal","Bachelor",4,4,4,4,4,3,4,4,2,5,4,2,"si.supp",3,5,3,"control",4,7.3,5,6,1,0,3.83333333333333,3.5,1,0,0,0,0,0,0,0,1,0
46,"White","Female","Homemaker","$80 000 to $99 999","Republican","Strong","Conservative","Very conservative","Bachelor",4,3,6,5,4,3,2,3,1,5,2,3,"m.supp",1,1,3,"m.supp",3,2.8,5,5,0,0,4.16666666666667,2.66666666666667,0,0,0,0,1,0,0,0,1,0
41,"White","Male","Employed part time","$100 000 to $149 999","Democrat","Strong","Liberal","Very liberal","Master or higher",5,4,4,6,5,4,6,5,6,5,6,6,"m.supp",5,8.7,7,"control",4,6.7,5,6,1,1,4.66666666666667,5.66666666666667,1,0,0,0,0,0,0,0,0,1
39,"White","Male","Employed full time","$80 000 to $99 999","Democrat","Not very strong","Conservative","Somewhat conservative","Master or higher",4,4,2,6,6,6,5,5,5,1,2,6,"control",4,6.7,3,"m.supp",4,6.1,5,5,1,1,4.66666666666667,4,1,0,0,0,0,0,0,0,0,1
36,"White","Male","Employed full time","$60 000 to $79 999","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",6,6,5,6,6,6,1,6,3,6,4,2,"control",4,7.3,3,"m.supp",1,3.2,5,4,0,1,5.83333333333333,3.66666666666667,1,0,0,0,0,0,0,0,1,0
37,"Asian","Male","Employed full time","$40 000 to $59 999","Democrat","Not very strong","Conservative","Somewhat conservative","Bachelor",3,6,6,5,6,6,4,6,4,6,4,3,"si.supp",5,10,3,"control",5,10,5,3,1,1,5.33333333333333,4.5,1,0,0,0,0,0,0,0,1,0
61,"White","Male","Employed full time","$40 000 to $59 999","Republican","Not very strong","Neither","Neither","High school or lower",4,6,6,5,6,2,1,2,2,6,2,1,"control",3,3.5,3,"m.opp",5,6.1,5,3,0,1,4.83333333333333,2.33333333333333,1,0,0,0,0,1,0,0,0,0
60,"White","Female","Homemaker","$40 000 to $59 999","Independent","Neither","Conservative","Somewhat conservative","High school or lower",3,3,4,5,5,2,1,5,1,5,1,1,"m.opp",3,4.7,3,"m.supp",4,8,5,3,0,0,3.66666666666667,2.33333333333333,0,0,0,0,1,1,0,0,0,0
59,"White","Male","Employed part time","Less than $20 000","Democrat","Strong","Liberal","Very liberal","Some college",5,4,4,5,6,4,3,6,4,4,2,4,"m.supp",4,8.8,3,"m.opp",4,8.7,1,1,1,1,4.66666666666667,3.83333333333333,1,0,0,0,0,0,1,0,0,0
73,"White","Female","Retired","$100 000 to $149 999","Democrat","Strong","Liberal","Somewhat liberal","Master or higher",5,5,6,6,6,4,1,4,2,4,1,1,"m.opp",4,7.3,3,"control",5,10,5,6,1,0,5.33333333333333,2.16666666666667,0,0,1,0,0,0,0,0,0,1
40,"Hispanic or Latino","Female","Unemployed","$80 000 to $99 999","Independent","Closer to the Democratic Party","Liberal","Somewhat liberal","Some college",4,1,3,2,6,1,2,2,1,6,4,2,"si.opp",4,7.2,3,"si.supp",4,7.6,5,5,0,0,2.83333333333333,2.83333333333333,0,1,0,0,0,0,1,0,0,0
21,"White","Male","Employed part time","Less than $20 000","Independent","Neither","Neither","Neither","High school or lower",6,6,6,6,5,2,2,6,3,5,2,1,"control",3,5,3,"si.supp",3,5,5,1,0,1,5.16666666666667,3.16666666666667,1,0,0,0,0,1,0,0,0,0
18,"White","Female","Employed full time","$40 000 to $59 999","Democrat","Strong","Liberal","Somewhat liberal","Bachelor",4,2,5,5,6,6,3,4,3,1,4,2,"control",4,8.7,3,"si.opp",5,8.8,5,3,1,0,4.66666666666667,2.83333333333333,1,0,0,0,0,0,0,0,1,0
42,"White","Female","Employed full time","$150 000 or more","Democrat","Not very strong","Conservative","Somewhat conservative","Master or higher",4,3,3,5,6,3,5,6,1,4,4,6,"m.supp",1,2,3,"m.supp",4,7,5,7,1,0,4,4.33333333333333,1,0,0,0,0,0,0,0,0,1
57,"White","Male","Employed part time","$20 000 to $39 999","Republican","Not very strong","Conservative","Very conservative","Some college",5,5,5,5,6,3,2,6,6,6,1,5,"si.opp",3,4.6,4,"m.opp",1,9.8,5,2,0,1,4.83333333333333,4.33333333333333,1,0,0,0,0,0,1,0,0,0
66,"White","Female","Retired","$40 000 to $59 999","Democrat","Not very strong","Neither","Neither","Some college",1,2,1,6,6,3,2,5,1,2,4,1,"m.supp",3,6.6,3,"m.opp",4,8.1,5,3,1,0,3.16666666666667,2.5,0,0,1,0,0,0,1,0,0,0
31,"Black or African-American","Female","Student","$40 000 to $59 999","Republican","Strong","Liberal","Very liberal","Some college",2,4,2,3,3,3,2,3,3,4,4,3,"si.opp",3,7.5,3,"si.supp",2,6.5,3,3,0,0,2.83333333333333,3.16666666666667,0,0,0,1,0,0,1,0,0,0
56,"White","Female","Retired","$20 000 to $39 999","Democrat","Strong","Liberal","Very liberal","High school or lower",6,6,6,6,6,6,4,3,3,3,4,2,"m.supp",3,5.5,3,"si.supp",5,9.9,5,2,1,0,6,3.16666666666667,0,0,1,0,0,1,0,0,0,0
76,"White","Female","Retired","Less than $20 000","Republican","Strong","Conservative","Very conservative","Some college",5,4,5,6,5,6,1,5,2,6,1,3,"si.supp",2,4.7,3,"m.supp",4,7.6,5,1,0,0,5.16666666666667,3,0,0,1,0,0,0,1,0,0,0
26,"White","Female","Unemployed","Less than $20 000","Democrat","Strong","Liberal","Somewhat liberal","Associate degree",3,3,5,5,6,2,6,6,2,4,4,2,"si.opp",3,9.5,3,"si.opp",3,10,5,1,1,0,4,4,0,1,0,0,0,0,0,1,0,0
59,"White","Female","Retired","$150 000 or more","Democrat","Strong","Liberal","Very liberal","Bachelor",5,6,6,6,6,5,2,6,4,5,3,1,"si.opp",2,4.6,3,"si.supp",5,8.9,5,7,1,0,5.66666666666667,3.5,0,0,1,0,0,0,0,0,1,0
30,"White","Female","Employed part time","$40 000 to $59 999","Republican","Strong","Conservative","Very conservative","High school or lower",3,3,2,1,1,1,4,5,6,6,5,4,"control",3,4.8,3,"m.supp",2,1.2,5,3,0,0,1.83333333333333,5,1,0,0,0,0,1,0,0,0,0
32,"White","Male","Unemployed","$40 000 to $59 999","Democrat","Not very strong","Liberal","Somewhat liberal","High school or lower",6,6,6,6,6,3,4,4,5,6,2,2,"si.opp",4,9.2,3,"si.opp",2,4.5,5,3,1,1,5.5,3.83333333333333,0,1,0,0,0,1,0,0,0,0
64,"White","Male","Employed part time","$20 000 to $39 999","Republican","Not very strong","Conservative","Somewhat conservative","Master or higher",5,3,4,4,2,5,2,5,4,1,2,2,"si.opp",3,5.1,3,"si.opp",3,4.6,5,2,0,1,3.83333333333333,2.66666666666667,1,0,0,0,0,0,0,0,0,1
45,"White","Female","Unemployed","$80 000 to $99 999","Republican","Not very strong","Conservative","Somewhat conservative","Some college",6,6,6,5,6,1,1,3,1,3,4,1,"m.opp",2,3.7,3,"m.opp",4,4.3,5,5,0,0,5,2.16666666666667,0,1,0,0,0,0,1,0,0,0
79,"White","Female","Retired","$60 000 to $79 999","Republican","Strong","Conservative","Very conservative","High school or lower",5,5,6,6,6,6,1,4,1,1,1,3,"si.opp",1,1,3,"control",2,1.4,5,4,0,0,5.66666666666667,1.83333333333333,0,0,1,0,0,1,0,0,0,0
68,"White","Male","Retired","Less than $20 000","Republican","Strong","Conservative","Very conservative","High school or lower",3,4,5,5,6,1,5,2,2,6,4,2,"si.supp",1,1,3,"m.supp",2,4.6,5,1,0,1,4,3.5,0,0,1,0,0,1,0,0,0,0
20,"Black or African-American","Female","Homemaker","$40 000 to $59 999","Independent","Neither","Conservative","Very conservative","Associate degree",4,3,4,2,5,1,6,6,5,1,6,6,"si.opp",2,4,5,"m.opp",3,1,6,3,0,0,3.16666666666667,5,0,0,0,0,1,0,0,1,0,0
20,"White","Female","Student","$60 000 to $79 999","Independent","Neither","Neither","Neither","Some college",3,3,4,5,6,1,3,5,3,1,3,3,"si.opp",3,5,3,"m.supp",4,6.5,5,4,0,0,3.66666666666667,3,0,0,0,1,0,0,1,0,0,0
30,"Black or African-American","Female","Employed full time","$20 000 to $39 999","Democrat","Not very strong","Conservative","Somewhat conservative","High school or lower",1,2,2,4,5,4,5,4,5,2,2,2,"m.opp",4,3.9,3,"m.supp",3,5.1,3,2,1,0,3,3.33333333333333,1,0,0,0,0,1,0,0,0,0
29,"White","Female","Unemployed","Less than $20 000","Republican","Strong","Conservative","Very conservative","High school or lower",4,3,3,5,6,4,3,4,4,3,2,2,"m.supp",2,5.3,3,"m.opp",2,5.5,5,1,0,0,4.16666666666667,3,0,1,0,0,0,1,0,0,0,0
42,"Black or African-American","Male","Employed part time","$150 000 or more","Independent","Closer to the Democratic Party","Neither","Closer to conservatives","Bachelor",4,4,4,1,1,1,4,6,1,6,4,1,"control",4,7.2,3,"m.supp",1,1.1,5,7,0,1,2.5,3.66666666666667,1,0,0,0,0,0,0,0,1,0
24,"White","Female","Homemaker","$20 000 to $39 999","Republican","Not very strong","Conservative","Somewhat conservative","High school or lower",6,5,6,6,6,6,3,6,4,1,1,4,"m.opp",3,4.9,3,"m.opp",3,4.3,2,2,0,0,5.83333333333333,3.16666666666667,0,0,0,0,1,1,0,0,0,0
48,"White","Female","Retired","$80 000 to $99 999","Republican","Not very strong","Conservative","Somewhat conservative","Master or higher",5,6,6,6,5,5,1,5,1,5,1,1,"control",3,5.6,3,"si.supp",3,6.1,5,5,0,0,5.5,2.33333333333333,0,0,1,0,0,0,0,0,0,1
74,"White","Female","Retired","$40 000 to $59 999","Democrat","Strong","Liberal","Somewhat liberal","High school or lower",5,5,6,6,6,5,2,4,4,1,4,4,"m.supp",4,7.4,3,"si.opp",4,8.2,5,3,1,0,5.5,3.16666666666667,0,0,1,0,0,1,0,0,0,0
29,"White","Female","Student","Less than $20 000","Republican","Strong","Conservative","Very conservative","Some college",6,6,6,6,6,6,1,6,6,1,6,6,"si.supp",3,5.6,1,"m.supp",3,6,5,1,0,0,6,4.33333333333333,0,0,0,1,0,0,1,0,0,0
32,"White","Female","Homemaker","$20 000 to $39 999","Independent","Neither","Neither","Neither","High school or lower",4,3,3,3,6,5,1,3,3,4,1,4,"control",3,5.3,3,"si.supp",3,4.8,5,2,0,0,4,2.66666666666667,0,0,0,0,1,1,0,0,0,0
34,"White","Male","Unemployed","Less than $20 000","Independent","Neither","Conservative","Very conservative","High school or lower",6,6,6,6,6,6,1,6,1,1,1,1,"m.supp",3,1,3,"si.supp",1,1,5,1,0,1,6,1.83333333333333,0,1,0,0,0,1,0,0,0,0
39,"White","Female","Unemployed","Less than $20 000","Something else","Neither","Neither","Neither","Some college",5,5,5,5,5,5,3,3,3,3,2,4,"control",3,5.7,1,"si.opp",3,6,5,1,0,0,5,3,0,1,0,0,0,0,1,0,0,0
43,"White","Female","Unemployed","Less than $20 000","Democrat","Not very strong","Liberal","Somewhat liberal","Some college",6,5,6,6,6,6,4,4,3,2,1,4,"control",5,9.9,3,"si.supp",3,5.5,5,1,1,0,5.83333333333333,3,0,1,0,0,0,0,1,0,0,0
64,"White","Male","Retired","$20 000 to $39 999","Independent","Closer to the Democratic Party","Liberal","Very liberal","Bachelor",6,6,6,5,6,4,2,4,1,4,2,3,"si.supp",4,7.6,3,"si.opp",5,9.8,5,2,0,1,5.5,2.66666666666667,0,0,1,0,0,0,0,0,1,0
18,"White","Male","Employed full time","$80 000 to $99 999","Democrat","Not very strong","Liberal","Somewhat liberal","Master or higher",6,4,3,6,6,6,1,2,3,6,2,5,"m.supp",5,9.7,7,"si.opp",3,6.2,1,5,1,1,5.16666666666667,3.16666666666667,1,0,0,0,0,0,0,0,0,1
37,"White","Female","Employed part time","$80 000 to $99 999","Democrat","Not very strong","Liberal","Very liberal","Associate degree",6,5,6,2,6,3,3,2,2,1,4,2,"control",5,7.7,3,"si.opp",5,7.5,5,5,1,0,4.66666666666667,2.33333333333333,1,0,0,0,0,0,0,1,0,0
63,"Black or African-American","Male","Retired","$80 000 to $99 999","Republican","Not very strong","Conservative","Somewhat conservative","Master or higher",6,6,6,6,6,1,1,1,1,6,1,1,"m.supp",1,1,3,"control",5,9.7,5,5,0,1,5.16666666666667,1.83333333333333,0,0,1,0,0,0,0,0,0,1
34,"White","Male","Unemployed","$20 000 to $39 999","Republican","Strong","Neither","Neither","High school or lower",6,6,6,6,6,6,6,6,6,5,6,3,"si.supp",3,1.3,1,"si.supp",3,2.2,5,2,0,1,6,5.33333333333333,0,1,0,0,0,1,0,0,0,0
40,"White","Male","Employed full time","Less than $20 000","Democrat","Strong","Liberal","Very liberal","Bachelor",5,4,3,5,3,4,4,6,5,5,6,5,"m.supp",2,6,3,"si.supp",3,5.5,2,1,1,1,4,5.16666666666667,1,0,0,0,0,0,0,0,1,0
27,"White","Female","Employed full time","$80 000 to $99 999","Independent","Closer to the Democratic Party","Liberal","Somewhat liberal","Associate degree",4,5,5,4,2,5,2,4,4,5,3,4,"m.supp",4,7.2,4,"si.opp",3,5.6,5,5,0,0,4.16666666666667,3.66666666666667,1,0,0,0,0,0,0,1,0,0
41,"White","Female","Employed part time","Less than $20 000","Democrat","Strong","Liberal","Somewhat liberal","Bachelor",6,5,4,5,6,5,2,6,2,4,3,4,"m.supp",4,8,3,"m.supp",4,9,5,1,1,0,5.16666666666667,3.5,1,0,0,0,0,0,0,0,1,0
35,"White","Male","Employed full time","$60 000 to $79 999","Democrat","Strong","Liberal","Very liberal","Bachelor",1,1,6,6,6,6,1,1,4,1,2,6,"m.opp",5,10,6,"control",5,10,2,4,1,1,4.33333333333333,2.5,1,0,0,0,0,0,0,0,1,0
37,"White","Male","Employed full time","$60 000 to $79 999","Independent","Neither","Conservative","Somewhat conservative","Associate degree",1,3,1,6,3,3,4,2,1,2,1,1,"m.opp",4,5.3,7,"m.opp",4,5.9,1,4,0,1,2.83333333333333,1.83333333333333,1,0,0,0,0,0,0,1,0,0
39,"Black or African-American","Male","Unemployed","$40 000 to $59 999","Democrat","Strong","Liberal","Very liberal","Some college",6,6,6,6,6,1,6,6,6,6,6,4,"m.opp",4,6.4,3,"si.supp",1,1,5,3,1,1,5.16666666666667,5.66666666666667,0,1,0,0,0,0,1,0,0,0
38,"Asian","Female","Unemployed","$40 000 to $59 999","Republican","Strong","Conservative","Very conservative","Bachelor",5,3,4,5,6,2,2,5,4,6,1,5,"m.supp",3,5.4,3,"control",2,1,5,3,0,0,4.16666666666667,3.83333333333333,0,1,0,0,0,0,0,0,1,0
43,"Black or African-American","Female","Unemployed","Less than $20 000","Democrat","Strong","Conservative","Very conservative","High school or lower",5,6,6,6,6,6,1,5,1,1,1,6,"si.opp",5,4.5,3,"control",4,5.4,5,1,1,0,5.83333333333333,2.5,0,1,0,0,0,1,0,0,0,0
63,"White","Male","Employed part time","Less than $20 000","Republican","Strong","Neither","Neither","High school or lower",1,3,1,6,6,6,1,1,3,6,1,1,"m.supp",4,5.2,3,"si.supp",5,10,5,1,0,1,3.83333333333333,2.16666666666667,1,0,0,0,0,1,0,0,0,0
34,"White","Male","Employed full time","$100 000 to $149 999","Republican","Not very strong","Neither","Closer to liberals","Bachelor",4,4,4,5,6,6,4,5,5,4,4,4,"m.supp",4,8.5,3,"control",2,7,5,6,0,1,4.83333333333333,4.33333333333333,1,0,0,0,0,0,0,0,1,0
29,"Black or African-American","Female","Employed full time","$20 000 to $39 999","Democrat","Not very strong","Neither","Neither","Some college",4,4,5,4,6,4,3,5,5,6,1,2,"si.supp",4,8.2,3,"m.opp",4,7.3,5,2,1,0,4.5,3.66666666666667,1,0,0,0,0,0,1,0,0,0
62,"Black or African-American","Male","Unemployed","Less than $20 000","Independent","Closer to the Democratic Party","Liberal","Somewhat liberal","Some college",4,5,6,6,6,3,4,5,3,5,4,4,"control",4,5.2,3,"m.supp",5,10,5,1,0,1,5,4.16666666666667,0,1,0,0,0,0,1,0,0,0
25,"White","Female","Employed full time","$60 000 to $79 999","Democrat","Not very strong","Liberal","Somewhat liberal","Bachelor",5,4,5,5,6,5,3,6,5,5,2,4,"m.supp",5,8.8,3,"si.supp",3,6.4,5,4,1,0,5,4.16666666666667,1,0,0,0,0,0,0,0,1,0
30,"White","Male","Employed full time","$80 000 to $99 999","Democrat","Strong","Conservative","Very conservative","Bachelor",3,6,6,6,1,3,3,1,2,5,4,3,"si.opp",1,9.1,3,"control",5,8.3,5,5,1,1,4.16666666666667,3,1,0,0,0,0,0,0,0,1,0
24,"Black or African-American","Male","Employed full time","$60 000 to $79 999","Democrat","Not very strong","Neither","Neither","Some college",4,4,4,3,3,3,4,3,3,4,4,3,"m.supp",3,5.5,5,"m.supp",3,7.1,3,4,1,1,3.5,3.5,1,0,0,0,0,0,1,0,0,0
20,"Black or African-American","Male","Retired","$40 000 to $59 999","Republican","Strong","Neither","Neither","Master or higher",1,4,3,3,5,4,2,4,5,1,4,5,"si.opp",3,9.9,4,"control",2,9.3,7,3,0,1,3.33333333333333,3.5,0,0,1,0,0,0,0,0,0,1
48,"White","Male","Employed full time","$100 000 to $149 999","Democrat","Not very strong","Conservative","Somewhat conservative","Associate degree",3,4,4,2,3,4,1,4,4,3,3,4,"si.supp",2,3.7,3,"m.supp",3,3.9,5,6,1,1,3.33333333333333,3.16666666666667,1,0,0,0,0,0,0,1,0,0
19,"Black or African-American","Female","Employed full time","Less than $20 000","Something else","Neither","Neither","Neither","Some college",3,2,4,2,5,2,4,4,3,3,3,3,"m.supp",5,7.2,7,"si.opp",3,8.2,5,1,0,0,3,3.33333333333333,1,0,0,0,0,0,1,0,0,0
