"","tb_check","tb_ryan_core","tb_ryan_fund","nk_check","nk_ryan_core","nk_ryan_fund","mw_check","mw_ryan_core","mw_ryan_fund","age","race","gender","educ","empl","inc","pid","ideol","interest","official","interest.text","official.text","inc.text","educ.text","pid_follow","ideol_follow","tb","nk","mw","tb_supp","nk_supp","mw_supp","media","part","tb_rand_order","nk_rand_order","mw_rand_order"
"780",1,"5","5",0,"3","3",1,"4","3","21","White","Female","3","Student","6","Independent","Neither","3",0,"Some of the time","No","$100,000 to $149,999","Some college work","Closer to the Democratic Party","Closer to liberals","C","M_Supp","P_Supp",1,2,2,"2","1","core|check|fund","fund|core|check","core|fund|check"
"781",0,"2","2",0,"3","2",0,"3","3","25","White","Male","2","Employed part time outside of the home","1","Independent","Liberal","3",0,"Some of the time","No","Less than $20,000","High School / GED","Neither","Very liberal","C","M_Supp","P_Supp",3,4,4,"1","0","check|core|fund","core|fund|check","core|check|fund"
"782",0,"2","1",0,"2","2",0,"1","1","31","Asian","Male","5","Employed full time outside of the home","7","Independent","Neither","3",0,"Some of the time","No","More than $150,000","Bachelor's degree","Closer to the Democratic Party","Closer to liberals","P_Opp","M_Supp","P_Supp",3,1,2,"2","0","core|check|fund","core|check|fund","fund|core|check"
"783",0,"3","3",1,"3","3",1,"4","4","50","White","Female","3","Employed full time outside of the home","2","Republican","Neither","2",0,"Only now and then","No","$20,000 to $39,999","Some college work","Not very strong","Neither","P_Supp","M_Opp","M_Opp",5,3,4,"2","0","fund|check|core","core|check|fund","fund|check|core"
"784",0,"1","1",0,"1","1",1,"5","5","27","White","Male","4","Unemployed","1","Independent","Liberal","4",1,"Most of the time","Yes","Less than $20,000","Associate degree","Neither","Very liberal","P_Supp","M_Supp","P_Opp",3,3,5,"3","4","check|core|fund","check|core|fund","fund|check|core"
"785",1,"3","3",0,"2","2",1,"3","3","25","White","Male","5","Employed part time outside of the home","1","Democrat","Liberal","3",0,"Some of the time","No","Less than $20,000","Bachelor's degree","Not very strong","Somewhat liberal","C","C","M_Supp",2,3,3,"1","0","check|fund|core","check|fund|core","core|fund|check"
"786",1,"5","5",0,"4","3",1,"5","5","32","White","Female","4","Unemployed","3","Democrat","Liberal","3",0,"Some of the time","No","$40,000 to $59,999","Associate degree","Not very strong","Somewhat liberal","P_Supp","C","P_Supp",1,2,5,"3","1","core|check|fund","core|fund|check","core|fund|check"
"787",0,"4","4",1,"3","3",1,"5","5","30","Asian","Male","5","Employed full time outside of the home","3","Independent","Liberal","2",0,"Only now and then","No","$40,000 to $59,999","Bachelor's degree","Closer to the Democratic Party","Somewhat liberal","P_Supp","M_Supp","M_Opp",2,4,1,"1","0","check|core|fund","fund|check|core","core|check|fund"
"788",0,"3","2",0,"2","2",1,"4","4","22","White","Male","5","Student","2","Democrat","Liberal","4",0,"Most of the time","No","$20,000 to $39,999","Bachelor's degree","Not very strong","Somewhat liberal","M_Supp","P_Opp","C",1,2,4,"1","2","fund|core|check","check|core|fund","check|core|fund"
"789",0,"4","3",0,"4","4",1,"4","4","27","White","Female","6","Employed full time outside of the home","5","Democrat","Liberal","4",1,"Most of the time","Yes","$80,000 to $99,999","Master's degree","Strong","Very liberal","C","M_Supp","M_Supp",1,1,5,"2","3","check|fund|core","check|core|fund","core|check|fund"
"790",1,"5","5",0,"5","5",1,"5","5","49","Other","Female","5","Employed full time outside of the home","4","Independent","Liberal","4",1,"Most of the time","Yes","$60,000 to $79,999","Bachelor's degree","Closer to the Democratic Party","Somewhat liberal","P_Supp","M_Opp","M_Supp",1,2,5,"4","1","core|check|fund","fund|core|check","core|check|fund"
"791",0,"5","5",0,"5","5",0,"4","4","45","Hispanic","Male","5","Employed full time outside of the home","4","Republican","Conservative","3",0,"Some of the time","No","$60,000 to $79,999","Bachelor's degree","Strong","Somewhat conservative","M_Opp","C","M_Opp",5,5,1,"1","1","check|core|fund","check|fund|core","check|fund|core"
"792",1,"4","4",0,"3","3",0,"3","4","22","Asian","Male","5","Unemployed","3","Democrat","Liberal","4",1,"Most of the time","Yes","$40,000 to $59,999","Bachelor's degree","Strong","Very liberal","P_Opp","P_Supp","M_Supp",1,3,5,"4","3","fund|core|check","core|fund|check","fund|check|core"
"793",0,"3","3",0,"4","3",1,"4","4","33","White","Male","6","Employed part time outside of the home","3","Independent","Neither","4",0,"Most of the time","No","$40,000 to $59,999","Master's degree","Neither","Closer to conservatives","P_Opp","P_Supp","C",4,4,5,"3","0","fund|core|check","core|check|fund","check|fund|core"
"794",0,"4","4",0,"3","3",1,"3","4","31","White","Male","5","Employed full time outside of the home","3","Democrat","Liberal","4",1,"Most of the time","Yes","$40,000 to $59,999","Bachelor's degree","Not very strong","Somewhat liberal","M_Opp","M_Opp","P_Opp",2,3,5,"3","4","core|fund|check","core|check|fund","fund|check|core"
"795",1,"2","1",0,"3","1",0,"1","3","32","White","Male","5","Employed full time outside of the home","5","Independent","Neither","4",1,"Most of the time","Yes","$80,000 to $99,999","Bachelor's degree","Closer to the Democratic Party","Neither","P_Opp","C","P_Supp",3,4,1,"2","1","fund|check|core","fund|check|core","core|check|fund"
"796",0,"3","3",0,"5","5",1,"2","4","63","White","Female","5","Employed full time outside of the home","4","Independent","Neither","4",0,"Most of the time","No","$60,000 to $79,999","Bachelor's degree","Neither","Neither","P_Supp","M_Opp","C",4,5,4,"1","1","fund|core|check","check|core|fund","check|core|fund"
"797",1,"5","5",0,"2","2",0,"5","5","27","White","Male","4","Unemployed","2","Democrat","Liberal","4",1,"Most of the time","Yes","$20,000 to $39,999","Associate degree","Not very strong","Very liberal","M_Opp","P_Supp","M_Supp",1,1,5,"0","1","fund|check|core","check|fund|core","fund|check|core"
"798",1,"5","5",1,"2","2",0,"4","5","41","White","Male","5","Employed part time outside of the home","3","Democrat","Liberal","4",0,"Most of the time","No","$40,000 to $59,999","Bachelor's degree","Strong","Very liberal","M_Opp","C","P_Opp",1,2,5,"2","1","fund|check|core","fund|core|check","check|core|fund"
"799",1,"4","4",0,"3","4",0,"3","3","29","Asian","Female","5","Employed full time outside of the home","3","Democrat","Liberal","2",0,"Only now and then","No","$40,000 to $59,999","Bachelor's degree","Not very strong","Somewhat liberal","M_Opp","M_Opp","C",2,4,4,"2","0","check|core|fund","check|core|fund","check|core|fund"
"800",0,"3","1",0,"3","3",0,"3","3","27","White","Female","5","Employed full time outside of the home","4","Republican","Conservative","3",0,"Some of the time","No","$60,000 to $79,999","Bachelor's degree","Strong","Very conservative","M_Opp","M_Opp","P_Opp",4,3,1,"2","1","fund|check|core","check|fund|core","fund|core|check"
"801",0,"4","4",0,"4","4",1,"4","4","67","White","Male","3","Employed part time outside of the home","3","Republican","Conservative","4",0,"Most of the time","No","$40,000 to $59,999","Some college work","Strong","Very conservative","C","M_Opp","P_Opp",5,4,3,"2","0","check|core|fund","fund|core|check","check|fund|core"
"802",1,"4","4",1,"4","4",1,"3","3","46","White","Male","4","Unemployed","1","Independent","Neither","3",0,"Some of the time","No","Less than $20,000","Associate degree","Neither","Neither","C","M_Opp","P_Supp",2,2,2,"3","1","check|fund|core","fund|check|core","fund|core|check"
"803",0,"4","4",0,"3","3",1,"5","5","36","White","Male","6","Employed full time outside of the home","4","Republican","Conservative","4",0,"Most of the time","No","$60,000 to $79,999","Master's degree","Strong","Very conservative","P_Supp","M_Opp","P_Supp",4,4,1,"2","2","check|core|fund","check|core|fund","check|core|fund"
"804",1,"3","4",0,"3","4",1,"3","4","25","White","Female","3","Employed full time outside of the home","3","Democrat","Neither","2",0,"Only now and then","No","$40,000 to $59,999","Some college work","Not very strong","Closer to liberals","C","M_Opp","C",4,4,4,"4","0","check|fund|core","check|core|fund","core|fund|check"
"805",0,"1","1",1,"5","5",0,"2","1","32","White","Female","5","Employed full time outside of the home","4","Republican","Conservative","4",1,"Most of the time","Yes","$60,000 to $79,999","Bachelor's degree","Not very strong","Somewhat conservative","M_Opp","P_Supp","P_Supp",5,1,2,"2","1","fund|check|core","fund|check|core","core|fund|check"
"806",1,"3","3",0,"3","3",1,"3","3","26","White","Male","3","Employed full time outside of the home","3","Democrat","Liberal","4",1,"Most of the time","Yes","$40,000 to $59,999","Some college work","Not very strong","Somewhat liberal","C","C","M_Supp",1,1,5,"2","4","core|check|fund","fund|core|check","check|fund|core"
"807",0,"4","4",0,"3","2",0,"2","3","23","White","Male","5","Employed full time outside of the home","6","Democrat","Liberal","4",0,"Most of the time","No","$100,000 to $149,999","Bachelor's degree","Not very strong","Somewhat liberal","M_Opp","M_Supp","P_Supp",2,2,4,"0","1","core|check|fund","core|check|fund","core|fund|check"
"808",0,"5","5",1,"4","5",0,"5","5","50","Black or African-American","Female","7","Employed part time outside of the home","3","Independent","Neither","4",1,"Most of the time","Yes","$40,000 to $59,999","Professional degree (PhD, JD, MD)","Closer to the Democratic Party","Neither","M_Supp","C","P_Supp",1,1,5,"2","0","check|core|fund","core|fund|check","core|check|fund"
"809",0,"2","2",0,"3","2",0,"4","4","34","White","Male","3","Employed full time outside of the home","3","Independent","Neither","4",1,"Most of the time","Yes","$40,000 to $59,999","Some college work","Closer to the Democratic Party","Closer to liberals","P_Opp","P_Supp","M_Supp",2,2,5,"2","1","fund|core|check","check|core|fund","check|fund|core"
"810",0,"3","3",0,"4","3",0,"4","4","32","White","Male","6","Employed full time outside of the home","5","Democrat","Liberal","3",0,"Some of the time","No","$80,000 to $99,999","Master's degree","Not very strong","Somewhat liberal","P_Supp","P_Supp","M_Supp",2,3,4,"2","1","check|fund|core","fund|core|check","fund|check|core"
"811",0,"3","3",0,"3","3",0,"3","3","58","White","Male","6","Employed full time outside of the home","3","Democrat","Liberal","4",1,"Most of the time","Yes","$40,000 to $59,999","Master's degree","Strong","Very liberal","P_Supp","P_Opp","P_Supp",1,1,5,"4","1","fund|core|check","core|fund|check","fund|check|core"
"812",0,"4","4",0,"4","4",0,"4","4","58","White","Female","5","Employed part time outside of the home","2","Republican","Conservative","3",1,"Some of the time","Yes","$20,000 to $39,999","Bachelor's degree","Not very strong","Somewhat conservative","M_Supp","M_Opp","C",4,4,2,"3","0","check|fund|core","core|check|fund","core|fund|check"
"813",0,"4","3",1,"3","4",0,"4","5","39","White","Female","2","Unemployed","5","Independent","Liberal","3",0,"Some of the time","No","$80,000 to $99,999","High School / GED","Closer to the Democratic Party","Somewhat liberal","C","P_Opp","P_Opp",1,1,5,"2","0","core|fund|check","fund|check|core","fund|check|core"
"814",1,"3","3",1,"3","3",0,"3","3","31","Asian","Male","5","Employed full time outside of the home","3","Independent","Conservative","2",0,"Only now and then","No","$40,000 to $59,999","Bachelor's degree","Neither","Somewhat conservative","P_Opp","P_Supp","P_Supp",3,3,2,"1","0","fund|check|core","check|core|fund","fund|check|core"
"815",1,"3","4",1,"3","4",1,"4","4","32","Black or African-American","Female","3","Employed full time outside of the home","2","Democrat","Conservative","2",0,"Only now and then","No","$20,000 to $39,999","Some college work","Strong","Somewhat conservative","P_Opp","M_Supp","P_Opp",2,2,4,"1","1","fund|check|core","check|fund|core","fund|check|core"
"816",0,"5","4",1,"5","5",0,"3","3","37","White","Male","6","Employed full time outside of the home","5","Democrat","Liberal","3",0,"Some of the time","No","$80,000 to $99,999","Master's degree","Not very strong","Somewhat liberal","C","P_Supp","M_Supp",5,5,3,"1","0","core|fund|check","check|core|fund","fund|core|check"
"817",0,"4","4",0,"5","5",1,"4","4","40","White","Male","5","Employed full time outside of the home","6","Democrat","Liberal","4",0,"Most of the time","No","$100,000 to $149,999","Bachelor's degree","Not very strong","Somewhat liberal","M_Opp","C","P_Supp",5,5,4,"4","0","fund|check|core","core|fund|check","fund|core|check"
"818",1,"4","5",1,"4","4",1,"5","5","26","White","Female","5","Employed full time outside of the home","2","Independent","Neither","3",0,"Some of the time","No","$20,000 to $39,999","Bachelor's degree","Neither","Neither","M_Opp","C","C",4,4,5,"1","1","fund|core|check","core|fund|check","core|fund|check"
"819",0,"4","4",0,"5","5",0,"4","5","64","White","Male","3","Retired","2","Democrat","Liberal","4",1,"Most of the time","Yes","$20,000 to $39,999","Some college work","Strong","Very liberal","C","P_Opp","M_Supp",1,1,5,"2","3","fund|check|core","fund|check|core","fund|core|check"
"820",0,"4","4",0,"4","4",0,"3","3","28","White","Male","3","Employed part time outside of the home","1","Republican","Conservative","3",0,"Some of the time","No","Less than $20,000","Some college work","Not very strong","Somewhat conservative","M_Supp","C","C",5,4,5,"4","0","check|fund|core","check|core|fund","core|fund|check"
"821",0,"3","3",0,"3","3",0,"1","1","37","Black or African-American","Female","4","Employed full time outside of the home","4","Independent","Conservative","3",1,"Some of the time","Yes","$60,000 to $79,999","Associate degree","Closer to the Republican Party","Somewhat conservative","P_Opp","M_Supp","P_Opp",5,1,2,"1","0","core|check|fund","check|core|fund","check|fund|core"
"822",0,"5","2",1,"4","5",0,"3","4","39","White","Female","4","Unemployed","2","Republican","Conservative","4",1,"Most of the time","Yes","$20,000 to $39,999","Associate degree","Not very strong","Somewhat conservative","P_Supp","P_Supp","C",4,4,4,"3","1","core|check|fund","fund|core|check","fund|core|check"
"823",0,"2","3",0,"2","1",0,"1","1","31","White","Male","5","Employed full time outside of the home","2","Democrat","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","Bachelor's degree","Not very strong","Somewhat liberal","M_Supp","M_Supp","M_Opp",2,4,4,"2","0","fund|check|core","fund|check|core","fund|core|check"
"824",0,"3","3",0,"3","1",1,"4","3","25","Black or African-American","Male","5","Unemployed","3","Independent","Liberal","3",1,"Some of the time","Yes","$40,000 to $59,999","Bachelor's degree","Closer to the Democratic Party","Somewhat liberal","P_Supp","P_Supp","M_Supp",2,3,5,"0","0","fund|check|core","fund|core|check","core|fund|check"
"825",0,"5","5",0,"4","4",0,"5","5","39","White","Female","2","Employed full time outside of the home","1","Independent","Conservative","3",0,"Some of the time","No","Less than $20,000","High School / GED","Closer to the Republican Party","Somewhat conservative","M_Supp","P_Opp","M_Opp",5,3,5,"0","0","check|fund|core","fund|check|core","check|core|fund"
"826",1,"5","5",0,"4","5",0,"5","5","34","Asian","Female","3","Unemployed","3","Democrat","Liberal","3",0,"Some of the time","No","$40,000 to $59,999","Some college work","Not very strong","Very liberal","M_Opp","P_Opp","P_Opp",1,3,5,"1","1","fund|check|core","core|fund|check","core|fund|check"
"827",0,"4","5",0,"5","5",0,"5","4","54","White","Female","2","Unemployed","3","Democrat","Liberal","4",1,"Most of the time","Yes","$40,000 to $59,999","High School / GED","Not very strong","Somewhat liberal","C","P_Supp","M_Supp",5,5,4,"2","2","core|check|fund","check|core|fund","core|check|fund"
"828",1,"1","1",0,"1","1",1,"5","5","81","White","Female","7","Retired","3","Republican","Conservative","4",1,"Most of the time","Yes","$40,000 to $59,999","Professional degree (PhD, JD, MD)","Not very strong","Somewhat conservative","M_Opp","P_Supp","M_Opp",4,5,5,"1","1","core|fund|check","core|check|fund","check|fund|core"
"829",0,"4","4",0,"2","2",1,"4","5","55","White","Male","5","Employed full time outside of the home","4","Democrat","Liberal","3",1,"Some of the time","Yes","$60,000 to $79,999","Bachelor's degree","Not very strong","Very liberal","M_Supp","P_Opp","M_Supp",2,1,5,"2","1","core|fund|check","fund|check|core","check|core|fund"
"830",0,"5","4",1,"4","4",0,"5","5","35","Hispanic","Female","6","Employed full time outside of the home","7","Independent","Conservative","3",1,"Some of the time","Yes","More than $150,000","Master's degree","Neither","Somewhat conservative","P_Opp","P_Opp","M_Opp",1,5,5,"2","0","core|fund|check","core|fund|check","fund|core|check"
"831",1,"5","5",0,"5","5",0,"5","5","25","White","Male","5","Employed full time outside of the home","3","Democrat","Liberal","4",0,"Most of the time","No","$40,000 to $59,999","Bachelor's degree","Not very strong","Somewhat liberal","M_Supp","C","P_Opp",1,4,5,"1","1","core|check|fund","core|fund|check","core|check|fund"
"832",0,"4","4",1,"4","4",1,"3","3","25","White","Female","5","Employed full time outside of the home","3","Democrat","Liberal","3",0,"Some of the time","No","$40,000 to $59,999","Bachelor's degree","Strong","Very liberal","P_Opp","M_Opp","M_Opp",1,1,4,"1","1","check|fund|core","check|fund|core","fund|core|check"
"833",1,"3","4",1,"4","3",1,"4","4","27","White","Male","4","Employed full time outside of the home","3","Democrat","Liberal","2",0,"Only now and then","No","$40,000 to $59,999","Associate degree","Not very strong","Very liberal","M_Opp","C","C",4,4,3,"0","0","core|fund|check","check|fund|core","check|fund|core"
"834",1,"4","4",0,"3","2",0,"5","2","58","White","Female","2","Retired","2","Democrat","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","High School / GED","Strong","Very liberal","M_Supp","M_Supp","P_Opp",2,2,5,"1","0","check|core|fund","core|check|fund","check|core|fund"
"835",1,"5","5",0,"5","5",1,"5","5","38","White","Female","3","Employed full time outside of the home","3","Something else","Liberal","4",1,"Most of the time","Yes","$40,000 to $59,999","Some college work",NA,"Very liberal","M_Opp","P_Opp","P_Supp",1,1,5,"4","4","core|check|fund","check|core|fund","fund|check|core"
"836",0,"1","1",0,"1","1",1,"4","4","34","White","Female","3","Unemployed","6","Democrat","Liberal","3",1,"Some of the time","Yes","$100,000 to $149,999","Some college work","Not very strong","Somewhat liberal","M_Supp","P_Supp","C",4,4,4,"2","3","fund|check|core","check|core|fund","core|check|fund"
"837",0,"4","5",0,"4","4",1,"4","4","24","Asian","Male","5","Student","1","Democrat","Liberal","3",1,"Some of the time","Yes","Less than $20,000","Bachelor's degree","Strong","Very liberal","P_Supp","C","M_Supp",1,2,4,"1","3","check|core|fund","fund|core|check","core|check|fund"
"838",0,"4","4",0,"5","5",0,"2","3","28","White","Male","5","Employed full time outside of the home","4","Independent","Conservative","3",1,"Some of the time","Yes","$60,000 to $79,999","Bachelor's degree","Closer to the Republican Party","Somewhat conservative","C","P_Supp","P_Opp",4,5,2,"2","0","fund|core|check","check|core|fund","fund|core|check"
"839",1,"5","5",1,"5","5",0,"5","5","29","Asian","Male","5","Employed full time outside of the home","3","Democrat","Liberal","3",0,"Some of the time","No","$40,000 to $59,999","Bachelor's degree","Not very strong","Somewhat liberal","M_Supp","M_Supp","P_Opp",1,1,4,"2","0","check|core|fund","check|core|fund","fund|core|check"
"840",1,"5","3",0,"3","5",0,"5","5","34","White","Female","4","Employed full time outside of the home","3","Independent","Neither","3",0,"Some of the time","No","$40,000 to $59,999","Associate degree","Neither","Neither","P_Supp","P_Opp","C",3,2,5,"2","0","core|check|fund","check|core|fund","fund|check|core"
"841",1,"5","5",0,"4","4",0,"5","5","38","White","Female","5","Employed full time outside of the home","4","Independent","Liberal","4",1,"Most of the time","Yes","$60,000 to $79,999","Bachelor's degree","Closer to the Democratic Party","Somewhat liberal","M_Opp","C","P_Opp",1,2,5,"3","4","fund|check|core","core|check|fund","core|check|fund"
"842",0,"5","5",0,"5","5",0,"5","5","34","White","Female","4","Employed full time outside of the home","7","Democrat","Liberal","3",0,"Some of the time","No","More than $150,000","Associate degree","Strong","Somewhat liberal","P_Opp","P_Supp","P_Supp",1,1,5,"3","2","fund|check|core","fund|check|core","fund|core|check"
"843",1,"5","5",0,"5","5",0,"4","5","39","White","Female","6","Employed part time outside of the home","7","Democrat","Liberal","4",0,"Most of the time","No","More than $150,000","Master's degree","Strong","Very liberal","M_Supp","M_Supp","P_Opp",1,1,5,"3","1","core|check|fund","fund|check|core","fund|check|core"
"844",0,"2","2",0,"3","3",0,"3","3","28","Asian","Male","5","Employed full time outside of the home","3","Independent","Neither","3",0,"Some of the time","No","$40,000 to $59,999","Bachelor's degree","Neither","Neither","P_Supp","P_Supp","M_Supp",2,4,4,"1","0","check|core|fund","core|check|fund","check|core|fund"
"845",1,"5","4",0,"4","4",0,"4","4","57","Black or African-American","Male","3","Employed full time outside of the home","4","Democrat","Liberal","4",0,"Most of the time","No","$60,000 to $79,999","Some college work","Strong","Somewhat liberal","C","P_Opp","M_Supp",1,3,4,"2","4","check|core|fund","check|core|fund","fund|core|check"
"846",0,"1","5",0,"4","4",0,"3","4","49","White","Female","5","Unemployed","3","Independent","Neither","3",1,"Some of the time","Yes","$40,000 to $59,999","Bachelor's degree","Neither","Neither","C","P_Supp","M_Opp",2,4,3,"1","0","core|fund|check","core|check|fund","core|check|fund"
"847",0,"2","3",0,"2","2",0,"3","3","39","White","Female","6","Employed full time outside of the home","6","Republican","Conservative","2",0,"Only now and then","No","$100,000 to $149,999","Master's degree","Not very strong","Somewhat conservative","C","P_Supp","M_Supp",4,2,5,"0","0","core|fund|check","check|fund|core","check|fund|core"
"848",0,"5","5",0,"5","5",0,"5","4","58","White","Male","3","Retired","1","Something else","Liberal","4",1,"Most of the time","Yes","Less than $20,000","Some college work",NA,"Somewhat liberal","P_Opp","M_Opp","C",1,1,5,"2","2","core|fund|check","fund|core|check","fund|check|core"
"849",1,"2","3",0,"3","2",0,"2","2","29","White","Female","5","Unemployed","3","Democrat","Liberal","2",1,"Only now and then","Yes","$40,000 to $59,999","Bachelor's degree","Strong","Very liberal","P_Supp","M_Supp","M_Opp",2,2,3,"0","1","check|core|fund","core|check|fund","fund|check|core"
"850",0,"1","1",0,"1","4",0,"1","1","31","White","Male","6","Employed full time outside of the home","5","Republican","Conservative","4",1,"Most of the time","Yes","$80,000 to $99,999","Master's degree","Not very strong","Somewhat conservative","P_Supp","M_Supp","M_Supp",4,4,2,"2","2","fund|core|check","core|check|fund","core|check|fund"
"851",0,"3","3",0,"3","3",0,"5","5","64","White","Female","3","Retired","3","Republican","Conservative","4",0,"Most of the time","No","$40,000 to $59,999","Some college work","Strong","Somewhat conservative","P_Opp","P_Opp","M_Opp",4,5,5,"2","1","fund|core|check","fund|core|check","fund|core|check"
"852",1,"3","3",0,"4","4",1,"4","4","53","White","Female","3","Student","1","Independent","Neither","3",0,"Some of the time","No","Less than $20,000","Some college work","Closer to the Democratic Party","Closer to liberals","M_Supp","P_Opp","M_Opp",3,4,5,"0","0","check|fund|core","fund|core|check","core|check|fund"
"853",1,"4","4",1,"4","4",0,"4","4","30","White","Female","7","Unemployed","4","Independent","Liberal","4",0,"Most of the time","No","$60,000 to $79,999","Professional degree (PhD, JD, MD)","Closer to the Democratic Party","Very liberal","P_Supp","M_Supp","P_Opp",1,2,5,"2","1","core|check|fund","fund|core|check","fund|check|core"
"854",0,"2","2",1,"2","2",1,"4","4","43","White","Male","5","Employed full time outside of the home","6","Democrat","Liberal","3",0,"Some of the time","No","$100,000 to $149,999","Bachelor's degree","Not very strong","Somewhat liberal","M_Opp","P_Supp","M_Supp",3,3,4,"2","1","core|fund|check","fund|check|core","fund|core|check"
"855",0,"2","3",0,"3","3",1,"5","5","40","White","Female","3","Employed part time outside of the home","3","Republican","Conservative","3",1,"Some of the time","Yes","$40,000 to $59,999","Some college work","Not very strong","Somewhat conservative","C","M_Supp","P_Supp",5,5,5,"1","0","fund|core|check","check|core|fund","check|fund|core"
"856",0,"1","1",0,"1","1",0,"1","4","63","White","Female","3","Employed full time outside of the home","3","Independent","Liberal","3",1,"Some of the time","Yes","$40,000 to $59,999","Some college work","Closer to the Democratic Party","Somewhat liberal","P_Opp","M_Opp","P_Supp",4,4,5,"1","0","core|fund|check","fund|core|check","fund|core|check"
"857",0,"5","5",0,"5","5",0,"5","5","26","White","Male","5","Employed full time outside of the home","4","Democrat","Liberal","4",1,"Most of the time","Yes","$60,000 to $79,999","Bachelor's degree","Not very strong","Very liberal","M_Opp","C","M_Supp",1,1,5,"3","4","core|fund|check","check|fund|core","check|fund|core"
"858",0,"3","3",0,"3","3",0,"3","3","27","Black or African-American","Male","3","Employed full time outside of the home","4","Democrat","Neither","3",0,"Some of the time","No","$60,000 to $79,999","Some college work","Strong","Closer to liberals","P_Opp","M_Supp","P_Opp",1,1,3,"0","0","core|fund|check","check|fund|core","check|core|fund"
"859",0,"4","4",0,"4","3",1,"4","5","64","White","Female","4","Employed part time outside of the home","2","Republican","Conservative","4",1,"Most of the time","Yes","$20,000 to $39,999","Associate degree","Not very strong","Very conservative","M_Opp","M_Supp","M_Opp",2,2,4,"4","0","core|check|fund","check|fund|core","fund|core|check"
"860",0,"2","3",1,"3","2",1,"3","2","34","White","Female","5","Employed full time outside of the home","4","Independent","Liberal","4",1,"Most of the time","Yes","$60,000 to $79,999","Bachelor's degree","Neither","Somewhat liberal","P_Opp","C","M_Supp",1,2,2,"2","3","core|check|fund","core|fund|check","check|core|fund"
"861",0,"2","2",0,"2","1",0,"1","1","49","White","Male","4","Employed full time outside of the home","2","Republican","Conservative","4",0,"Most of the time","No","$20,000 to $39,999","Associate degree","Not very strong","Somewhat conservative","M_Opp","P_Supp","M_Opp",4,4,4,"3","1","fund|check|core","fund|core|check","check|core|fund"
"862",1,"4","4",0,"3","4",0,"4","4","73","White","Male","2","Unemployed","1","Democrat","Conservative","3",1,"Some of the time","Yes","Less than $20,000","High School / GED","Not very strong","Very conservative","M_Supp","C","M_Supp",5,4,5,"3","0","fund|check|core","check|core|fund","core|fund|check"
"863",0,"5","5",0,"5","5",0,"5","5","31","White","Female","6","Employed full time outside of the home","3","Democrat","Liberal","4",1,"Most of the time","Yes","$40,000 to $59,999","Master's degree","Not very strong","Somewhat liberal","C","C","P_Supp",1,1,5,"2","3","fund|core|check","check|fund|core","core|check|fund"
"864",0,"4","3",1,"4","3",1,"2","3","28","White","Male","3","Employed full time outside of the home","2","Independent","Neither","2",0,"Only now and then","No","$20,000 to $39,999","Some college work","Neither","Neither","M_Supp","M_Opp","P_Opp",4,3,4,"2","1","core|fund|check","core|fund|check","check|core|fund"
"865",0,"3","3",0,"4","3",1,"4","5","25","White","Male","5","Employed part time outside of the home","4","Independent","Conservative","3",0,"Some of the time","No","$60,000 to $79,999","Bachelor's degree","Closer to the Republican Party","Somewhat conservative","C","M_Opp","P_Supp",2,4,2,"3","1","fund|core|check","core|check|fund","core|fund|check"
"866",0,"3","3",0,"5","5",1,"4","4","50","White","Male","3","Employed part time outside of the home","3","Democrat","Liberal","4",0,"Most of the time","No","$40,000 to $59,999","Some college work","Strong","Somewhat liberal","P_Opp","P_Supp","P_Supp",1,1,4,"3","1","check|fund|core","check|fund|core","check|fund|core"
"867",0,"5","5",0,"3","3",0,"5","5","31","White","Male","5","Employed full time outside of the home","3","Democrat","Liberal","4",1,"Most of the time","Yes","$40,000 to $59,999","Bachelor's degree","Not very strong","Somewhat liberal","C","P_Supp","P_Supp",1,3,5,"2","2","check|fund|core","check|fund|core","fund|core|check"
"868",0,"2","2",0,"2","2",0,"2","2","29","Arabic","Female","5","Unemployed","2","Republican","Conservative","4",0,"Most of the time","No","$20,000 to $39,999","Bachelor's degree","Not very strong","Somewhat conservative","P_Supp","M_Supp","C",4,5,2,"1","0","fund|core|check","fund|check|core","core|fund|check"
"869",0,"3","3",1,"4","4",0,"5","5","25","Black or African-American","Female","4","Student","6","Independent","Neither","3",0,"Some of the time","No","$100,000 to $149,999","Associate degree","Closer to the Democratic Party","Closer to liberals","P_Supp","P_Opp","P_Supp",5,4,5,"3","3","fund|core|check","check|fund|core","fund|core|check"
"870",0,"4","4",0,"5","5",0,"4","4","27","Hispanic","Female","6","Employed full time outside of the home","1","Democrat","Liberal","3",0,"Some of the time","No","Less than $20,000","Master's degree","Not very strong","Somewhat liberal","M_Supp","M_Supp","M_Supp",2,2,4,"0","1","check|core|fund","core|check|fund","check|fund|core"
"871",0,"2","2",0,"3","3",0,"3","3","28","Asian","Male","5","Employed full time outside of the home","2","Independent","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","Bachelor's degree","Closer to the Democratic Party","Somewhat liberal","C","M_Supp","C",3,4,5,"2","0","core|fund|check","check|fund|core","fund|core|check"
