"age","race","gender","empl","inc","pid","pid.follow","ideol","ideol.follow","educ","mor.suffer","mor.care","mor.cruel","mor.comp","mor.anim","mor.kill","si.white","si.care","si.kids","si.kill","si.good","si.help","hc.group","hc.likert","hc.slider","hc.check","ev.group","ev.likert","ev.slider","ev.check","inc.num","dem","male","mor.all","si.all"
37,"White","Male","Employed full time","$150 000 or more","Independent","Closer to the Democratic Party","Neither","Closer to liberals","Bachelor",5,4,4,6,5,1,3,5,3,4,3,5,"m.opp",4,8.2,3,"si.supp",4,8,5,7,0,1,4.16666666666667,3.83333333333333
69,"White","Female","Retired","Less than $20 000","Republican","Strong","Conservative","Somewhat conservative","Bachelor",6,6,6,6,6,6,4,5,2,1,4,4,"si.supp",3,6.3,3,"si.opp",3,6.1,5,1,0,0,6,3.33333333333333
72,"White","Male","Retired","Less than $20 000","Independent","Neither","Conservative","Very conservative","Some college",1,1,1,4,4,6,1,6,6,6,1,5,"m.opp",2,4.6,3,"si.supp",4,7.9,5,1,0,1,2.83333333333333,4.16666666666667
55,"White","Female","Homemaker","Less than $20 000","Independent","Neither","Neither","Neither","Associate degree",6,6,6,6,6,6,1,4,1,6,4,6,"control",5,10,3,"si.opp",5,10,5,1,0,0,6,3.66666666666667
34,"White","Female","Employed full time","$150 000 or more","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",6,6,6,6,6,6,1,1,1,6,1,2,"m.supp",4,5.6,3,"m.supp",4,8.1,5,7,0,0,6,2
20,"Hispanic or Latino","Male","Unemployed","Less than $20 000","Something else","Neither","Conservative","Very conservative","11th grade",4,5,2,6,6,6,3,1,4,3,4,6,"m.opp",5,5.5,3,"si.opp",3,5.5,5,1,0,1,4.83333333333333,3.5
33,"Other","Male","Employed part time","$20 000 to $39 999","Democrat","Strong","Neither","Neither","Associate degree",1,6,1,6,6,6,1,6,1,6,1,4,"si.supp",5,10,3,"m.supp",3,5.5,5,2,1,1,4.33333333333333,3.16666666666667
63,"White","Female","Employed full time","$40 000 to $59 999","Republican","Strong","Conservative","Somewhat conservative","10th grade",4,5,5,5,6,1,4,6,1,2,5,1,"control",1,1.2,3,"m.opp",1,1,5,3,0,0,4.33333333333333,3.16666666666667
66,"White","Male","Retired","Less than $20 000","Democrat","Not very strong","Liberal","Somewhat liberal","Master",5,5,6,6,6,6,2,5,4,6,4,1,"si.opp",4,6.4,3,"si.supp",4,5.5,5,1,1,1,5.66666666666667,3.66666666666667
28,"White","Female","Unemployed","$40 000 to $59 999","Democrat","Strong","Liberal","Very liberal","Some college",5,6,6,6,6,6,4,6,4,4,4,1,"control",4,6.5,3,"si.opp",3,4.4,5,3,1,0,5.83333333333333,3.83333333333333
30,"White","Male","Employed part time","$80 000 to $99 999","Republican","Not very strong","Conservative","Somewhat conservative","Some college",4,4,5,6,6,3,3,5,5,6,3,1,"si.opp",3,6.9,3,"si.supp",3,3.8,5,5,0,1,4.66666666666667,3.83333333333333
30,"Black or African-American","Male","Employed part time","Less than $20 000","Democrat","Strong","Conservative","Somewhat conservative","High school graduate",6,4,2,6,6,5,1,4,2,1,3,6,"m.supp",3,6.1,3,"control",3,6.8,3,1,1,1,4.83333333333333,2.83333333333333
68,"Asian","Female","Retired","$80 000 to $99 999","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",4,4,4,5,5,5,2,4,2,1,2,5,"control",4,9.1,3,"si.supp",5,10,5,5,0,0,4.5,2.66666666666667
47,"White","Male","Employed full time","$20 000 to $39 999","Independent","Closer to the Republican Party","Conservative","Very conservative","Bachelor",3,3,3,3,6,3,3,5,3,4,2,3,"control",3,5.3,3,"si.supp",3,6.4,5,2,0,1,3.5,3.33333333333333
34,"Hispanic or Latino","Male","Employed full time","$150 000 or more","Independent","Closer to the Republican Party","Liberal","Very liberal","Doctorate",1,2,4,6,4,6,3,6,4,5,4,1,"m.opp",1,1.1,3,"control",1,1.1,5,7,0,1,3.83333333333333,3.83333333333333
60,"Asian","Male","Employed full time","$100 000 to $149 999","Independent","Neither","Neither","Neither","Master",4,4,4,5,5,5,5,5,4,5,4,3,"si.opp",3,5.5,3,"si.supp",3,5.5,5,6,0,1,4.5,4.33333333333333
30,"White","Male","Employed part time","$20 000 to $39 999","Independent","Neither","Neither","Neither","Bachelor",1,1,1,6,6,6,4,6,1,1,5,5,"si.opp",4,1,3,"si.supp",3,1.8,7,2,0,1,3.5,3.66666666666667
21,"White","Female","Student","$80 000 to $99 999","Democrat","Not very strong","Conservative","Very conservative","Master",2,4,3,5,3,3,2,2,4,6,1,6,"si.opp",3,5,3,"si.supp",3,1.4,4,5,1,0,3.33333333333333,3.5
21,"Black or African-American","Male","Employed full time","$80 000 to $99 999","Something else","Closer to the Democratic Party","Liberal","Somewhat liberal","Master",1,5,1,4,3,6,1,6,1,1,4,1,"si.opp",1,8.2,6,"m.opp",2,5.7,5,5,0,1,3.33333333333333,2.33333333333333
69,"White","Male","Retired","$20 000 to $39 999","Independent","Closer to the Republican Party","Neither","Closer to conservatives","Some college",3,4,4,5,4,2,3,3,4,6,4,3,"si.opp",3,5.6,3,"m.supp",4,6.5,5,2,0,1,3.66666666666667,3.83333333333333
69,"White","Male","Retired","$20 000 to $39 999","Democrat","Not very strong","Conservative","Somewhat conservative","High school graduate",2,2,3,4,6,2,3,5,4,6,1,3,"m.supp",3,5.1,3,"m.supp",3,5,5,2,1,1,3.16666666666667,3.66666666666667
48,"White","Male","Employed full time","$100 000 to $149 999","Independent","Neither","Neither","Neither","Bachelor",5,5,5,5,6,2,1,6,3,6,1,6,"si.opp",4,6.4,3,"si.opp",5,10,5,6,0,1,4.66666666666667,3.83333333333333
35,"White","Female","Unemployed","$100 000 to $149 999","Independent","Neither","Conservative","Very conservative","High school graduate",6,6,6,6,6,6,6,6,6,6,6,6,"si.supp",5,10,7,"m.supp",5,10,5,6,0,0,6,6
72,"White","Female","Retired","$150 000 or more","Democrat","Not very strong","Conservative","Somewhat conservative","Bachelor",4,5,5,5,6,5,3,4,1,3,3,2,"m.supp",2,3.8,3,"m.supp",4,5.4,5,7,1,0,5,2.66666666666667
82,"White","Female","Retired","$20 000 to $39 999","Democrat","Not very strong","Neither","Closer to conservatives","High school graduate",1,5,6,6,6,6,1,6,1,3,3,4,"m.opp",2,2.7,3,"control",4,7.3,5,2,1,0,5,3
80,"White","Female","Employed part time","$40 000 to $59 999","Republican","Strong","Conservative","Very conservative","Some college",3,5,4,5,4,6,1,5,3,5,1,3,"m.opp",3,8.1,4,"si.opp",3,6.6,1,3,0,0,4.5,3
41,"Hispanic or Latino","Female","Homemaker","$60 000 to $79 999","Democrat","Not very strong","Neither","Closer to liberals","Bachelor",4,5,6,5,6,6,2,5,1,6,4,5,"control",4,9.4,3,"m.supp",5,9.8,5,4,1,0,5.33333333333333,3.83333333333333
71,"White","Female","Retired","$40 000 to $59 999","Democrat","Not very strong","Liberal","Somewhat liberal","Some college",6,6,6,6,6,6,1,3,2,4,1,1,"si.supp",1,1,3,"si.supp",4,5.6,5,3,1,0,6,2
42,"White","Female","Employed full time","$100 000 to $149 999","Democrat","Not very strong","Conservative","Somewhat conservative","Bachelor",5,5,6,5,6,5,3,4,3,2,2,3,"m.opp",4,9,3,"si.opp",5,10,3,6,1,0,5.33333333333333,2.83333333333333
56,"White","Female","Employed full time","$80 000 to $99 999","Democrat","Strong","Liberal","Very liberal","Bachelor",4,5,5,5,6,2,4,3,3,6,4,4,"si.supp",4,8.3,3,"si.opp",4,6.5,5,5,1,0,4.5,4
70,"White","Female","Retired","$40 000 to $59 999","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","Some college",6,5,6,6,6,6,1,1,3,1,3,2,"control",3,5,3,"control",5,10,5,3,0,0,5.83333333333333,1.83333333333333
44,"Asian","Male","Employed full time","$100 000 to $149 999","Democrat","Strong","Neither","Neither","Bachelor",5,5,5,4,4,5,2,5,3,4,4,4,"si.supp",3,6.2,3,"m.opp",4,8.3,5,6,1,1,4.66666666666667,3.66666666666667
71,"White","Female","Employed part time","$20 000 to $39 999","Republican","Strong","Conservative","Somewhat conservative","Some college",3,3,4,4,5,5,2,5,3,4,4,4,"control",1,1,3,"si.opp",4,6.5,5,2,0,0,4,3.66666666666667
61,"White","Male","Employed full time","$60 000 to $79 999","Republican","Not very strong","Neither","Closer to conservatives","Some college",5,5,5,6,6,5,3,2,2,6,2,3,"m.opp",2,4.6,3,"control",4,7.2,5,4,0,1,5.33333333333333,3
57,"White","Female","Employed part time","$40 000 to $59 999","Republican","Strong","Conservative","Very conservative","Bachelor",5,5,4,6,6,5,4,4,4,6,3,3,"si.opp",3,4.7,3,"m.supp",3,4.7,5,3,0,0,5.16666666666667,4
35,"White","Male","Employed part time","$60 000 to $79 999","Democrat","Strong","Liberal","Very liberal","Master",3,4,2,3,2,3,5,3,4,4,3,6,"m.supp",4,6.3,3,"si.supp",4,8.5,3,4,1,1,2.83333333333333,4.16666666666667
50,"White","Female","Employed full time","$60 000 to $79 999","Republican","Not very strong","Neither","Closer to liberals","Bachelor",5,5,5,5,6,3,3,4,1,4,3,3,"m.opp",4,5.3,3,"m.opp",4,7.1,5,4,0,0,4.83333333333333,3
64,"White","Female","Retired","$40 000 to $59 999","Democrat","Strong","Liberal","Somewhat liberal","Some college",6,4,6,5,6,6,1,1,1,2,1,1,"si.opp",3,6.3,3,"si.opp",5,8.6,5,3,1,0,5.5,1.16666666666667
69,"White","Male","Retired","$40 000 to $59 999","Republican","Strong","Conservative","Very conservative","Associate degree",4,4,3,6,6,1,1,6,1,1,1,4,"si.opp",1,1.2,3,"si.supp",1,1.1,5,3,0,1,4,2.33333333333333
75,"White","Female","Retired","$100 000 to $149 999","Independent","Closer to the Democratic Party","Neither","Closer to liberals","Some college",4,5,6,5,6,5,4,5,2,6,4,2,"m.supp",5,9,3,"si.supp",5,8.1,5,6,0,0,5.16666666666667,3.83333333333333
60,"White","Female","Unemployed","$20 000 to $39 999","Democrat","Strong","Liberal","Very liberal","Some college",6,5,6,5,5,5,4,5,2,2,4,4,"m.supp",5,8.3,3,"si.supp",5,9.2,5,2,1,0,5.33333333333333,3.5
65,"White","Female","Retired","$40 000 to $59 999","Democrat","Strong","Liberal","Somewhat liberal","Bachelor",4,4,6,5,6,2,2,4,1,5,4,2,"m.opp",4,7.2,3,"control",5,9,5,3,1,0,4.5,3
73,"White","Male","Retired","$60 000 to $79 999","Republican","Strong","Conservative","Very conservative","Master",1,1,4,3,1,1,1,6,2,6,2,4,"m.supp",1,1.4,1,"m.opp",1,1.6,4,4,0,1,1.83333333333333,3.5
65,"White","Male","Employed full time","$60 000 to $79 999","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",5,6,6,3,2,1,1,6,2,6,1,1,"m.opp",1,3,3,"si.opp",4,6,5,4,0,1,3.83333333333333,2.83333333333333
68,"White","Male","Employed part time","Less than $20 000","Republican","Strong","Conservative","Somewhat conservative","High school graduate",6,3,5,4,6,6,1,1,3,1,1,1,"si.supp",5,5.8,3,"si.supp",5,8.5,5,1,0,1,5,1.33333333333333
37,"Asian","Female","Unemployed","$40 000 to $59 999","Independent","Neither","Neither","Neither","Some college",4,3,6,6,6,6,4,4,3,1,4,3,"m.supp",4,7.8,3,"m.opp",2,5.8,5,3,0,0,5.16666666666667,3.16666666666667
73,"White","Male","Retired","$40 000 to $59 999","Independent","Closer to the Republican Party","Conservative","Very conservative","Some college",3,2,2,4,5,3,2,4,3,5,3,3,"si.supp",1,1.2,3,"m.opp",2,4.1,5,3,0,1,3.16666666666667,3.33333333333333
63,"White","Female","Retired","Less than $20 000","Democrat","Strong","Liberal","Very liberal","Some college",5,5,5,6,6,6,1,1,1,4,1,1,"si.opp",5,8.2,3,"si.supp",5,9.2,5,1,1,0,5.5,1.5
73,"White","Female","Retired","Less than $20 000","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",5,5,5,4,2,6,2,2,2,4,1,1,"control",1,1.2,3,"si.supp",2,1.2,5,1,0,0,4.5,2
72,"White","Female","Homemaker","$60 000 to $79 999","Republican","Strong","Neither","Closer to conservatives","Associate degree",5,5,5,6,6,5,1,5,2,6,2,3,"m.supp",1,1.9,3,"control",4,9.1,5,4,0,0,5.33333333333333,3.16666666666667
63,"White","Male","Retired","$40 000 to $59 999","Republican","Strong","Conservative","Very conservative","High school graduate",5,6,6,5,6,6,2,6,1,6,1,4,"m.opp",5,9.8,3,"m.opp",2,2.8,5,3,0,1,5.66666666666667,3.33333333333333
41,"Black or African-American","Female","Unemployed","$20 000 to $39 999","Democrat","Strong","Neither","Closer to liberals","Some college",6,6,6,6,6,5,1,2,2,6,1,3,"m.supp",4,9.4,3,"control",5,10,5,2,1,0,5.83333333333333,2.5
51,"White","Female","Employed full time","$40 000 to $59 999","Republican","Strong","Neither","Closer to conservatives","Some college",5,5,5,6,6,5,1,2,1,4,1,1,"m.supp",5,9.2,3,"si.supp",5,10,5,3,0,0,5.33333333333333,1.66666666666667
89,"White","Male","Retired","$40 000 to $59 999","Democrat","Strong","Liberal","Somewhat liberal","Bachelor",5,5,6,5,6,5,3,4,4,6,3,3,"m.opp",4,8.1,3,"m.supp",2,4.5,5,3,1,1,5.33333333333333,3.83333333333333
71,"White","Female","Employed part time","Less than $20 000","Democrat","Strong","Liberal","Somewhat liberal","Associate degree",5,4,6,5,5,6,4,3,3,5,4,3,"m.opp",3,6.3,3,"m.opp",2,4.6,5,1,1,0,5.16666666666667,3.66666666666667
59,"White","Female","Employed full time","$40 000 to $59 999","Democrat","Not very strong","Liberal","Somewhat liberal","Bachelor",6,6,6,5,5,6,4,4,4,4,4,2,"si.opp",4,9,3,"m.opp",3,5,5,3,1,0,5.66666666666667,3.66666666666667
19,"Black or African-American","Female","Unemployed","$40 000 to $59 999","Democrat","Not very strong","Conservative","Very conservative","10th grade",6,4,5,2,4,3,2,6,5,6,2,4,"m.opp",4,5.6,4,"si.supp",3,5.5,4,3,1,0,4,4.16666666666667
20,"Black or African-American","Female","Student","$20 000 to $39 999","Republican","Strong","Conservative","Very conservative","High school graduate",5,5,4,5,4,4,1,5,1,1,1,3,"m.opp",4,5.3,3,"si.supp",3,4,4,2,0,0,4.5,2
65,"White","Male","Employed full time","$60 000 to $79 999","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","Some college",1,2,1,6,6,1,4,3,3,6,2,2,"si.opp",3,4.7,3,"m.opp",3,5.2,5,4,0,1,2.83333333333333,3.33333333333333
25,"Black or African-American","Female","Employed full time","$40 000 to $59 999","Independent","Neither","Neither","Neither","Some college",6,4,6,6,6,6,1,2,4,6,4,1,"control",5,8.1,3,"si.supp",3,8.2,5,3,0,0,5.66666666666667,3
72,"White","Female","Homemaker","$40 000 to $59 999","Republican","Strong","Conservative","Very conservative","Some college",5,5,6,6,6,5,2,2,3,6,1,1,"si.supp",1,1,3,"si.supp",2,4.6,5,3,0,0,5.5,2.5
59,"Black or African-American","Female","Retired","Less than $20 000","Republican","Not very strong","Neither","Neither","Bachelor",4,5,5,5,5,3,4,4,5,6,5,3,"m.supp",4,8.9,3,"si.supp",4,9.1,5,1,0,0,4.5,4.5
25,"Black or African-American","Male","Employed part time","$20 000 to $39 999","Democrat","Strong","Conservative","Very conservative","Some college",3,5,5,4,2,2,3,1,1,6,2,5,"si.opp",1,8.4,4,"si.supp",1,9.6,1,2,1,1,3.5,3
55,"White","Male","Retired","$20 000 to $39 999","Independent","Closer to the Democratic Party","Liberal","Somewhat liberal","11th grade",6,6,6,6,6,6,6,6,6,6,6,6,"m.supp",5,10,3,"si.supp",5,10,5,2,0,1,6,6
72,"Black or African-American","Male","Retired","$20 000 to $39 999","Democrat","Strong","Liberal","Somewhat liberal","Associate degree",5,4,3,6,4,5,1,6,2,5,4,4,"si.opp",5,8,3,"m.opp",5,9,5,2,1,1,4.5,3.66666666666667
33,"White","Female","Employed full time","$60 000 to $79 999","Republican","Strong","Liberal","Very liberal","High school graduate",5,5,4,6,6,6,2,6,5,4,2,6,"m.supp",5,8.8,3,"control",5,7.9,6,4,0,0,5.33333333333333,4.16666666666667
53,"White","Female","Retired","Less than $20 000","Democrat","Strong","Liberal","Somewhat liberal","Some college",5,6,6,6,6,2,3,2,3,4,4,2,"control",3,6.1,3,"m.supp",4,7.2,5,1,1,0,5.16666666666667,3
25,"White","Female","Student","$150 000 or more","Independent","Neither","Neither","Neither","Some college",5,2,4,5,6,1,1,2,4,6,4,2,"m.opp",2,4.7,7,"si.supp",1,1.6,7,7,0,0,3.83333333333333,3.16666666666667
67,"White","Male","Retired","$20 000 to $39 999","Republican","Strong","Conservative","Very conservative","Some college",3,4,6,2,1,1,1,6,5,6,1,3,"control",4,9.1,3,"si.supp",4,8.9,5,2,0,1,2.83333333333333,3.66666666666667
33,"White","Female","Homemaker","$60 000 to $79 999","Independent","Neither","Conservative","Somewhat conservative","11th grade",4,3,3,4,6,4,2,2,3,1,1,1,"m.supp",3,7.4,3,"si.opp",3,6.3,5,4,0,0,4,1.66666666666667
60,"White","Female","Unemployed","Less than $20 000","Republican","Strong","Conservative","Very conservative","High school graduate",4,4,4,4,6,6,1,1,3,4,1,3,"control",4,7.6,3,"si.opp",4,5.3,5,1,0,0,4.66666666666667,2.16666666666667
67,"White","Male","Retired","$80 000 to $99 999","Democrat","Strong","Neither","Closer to conservatives","Master",1,1,6,5,5,5,2,6,3,6,2,1,"m.supp",5,8.2,3,"control",4,8.2,5,5,1,1,3.83333333333333,3.33333333333333
68,"White","Female","Retired","$60 000 to $79 999","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","Some college",5,5,6,5,5,5,3,3,3,6,4,3,"m.opp",2,4.6,3,"m.supp",4,8.2,5,4,0,0,5.16666666666667,3.66666666666667
73,"White","Female","Retired","$60 000 to $79 999","Democrat","Strong","Liberal","Very liberal","Bachelor",5,5,6,6,6,5,3,1,3,4,4,6,"control",5,10,3,"control",5,10,5,4,1,0,5.5,3.5
42,"White","Male","Student","Less than $20 000","Independent","Closer to the Democratic Party","Liberal","Somewhat liberal","Some college",5,5,6,6,6,4,3,4,3,6,3,4,"m.supp",4,8.2,3,"si.supp",4,7.8,5,1,0,1,5.33333333333333,3.83333333333333
60,"White","Male","Unemployed","Less than $20 000","Republican","Strong","Conservative","Very conservative","12th grade",6,6,6,5,6,6,1,1,1,6,1,1,"si.supp",1,2.3,3,"control",3,2.3,5,1,0,1,5.83333333333333,1.83333333333333
42,"White","Female","Homemaker","$40 000 to $59 999","Independent","Neither","Neither","Neither","7th-8th grade",6,6,6,6,6,6,4,5,1,4,4,1,"m.supp",2,7.3,3,"control",5,10,5,3,0,0,6,3.16666666666667
25,"Asian","Female","Homemaker","$40 000 to $59 999","Republican","Strong","Conservative","Very conservative","High school graduate",3,2,3,5,4,3,4,2,2,6,3,5,"si.opp",2,4.5,3,"si.supp",4,6.7,5,3,0,0,3.33333333333333,3.66666666666667
31,"Black or African-American","Female","Employed part time","$80 000 to $99 999","Independent","Closer to the Democratic Party","Liberal","Very liberal","Associate degree",6,6,6,6,6,6,5,4,2,6,4,1,"control",5,6.4,3,"si.opp",5,8.5,5,5,0,0,6,3.66666666666667
29,"Hispanic or Latino","Male","Employed full time","$80 000 to $99 999","Democrat","Strong","Liberal","Very liberal","Bachelor",6,6,6,1,1,1,1,1,1,1,1,1,"control",5,7.8,1,"m.opp",5,7.8,1,5,1,1,3.5,1
18,"Black or African-American","Female","Employed part time","$80 000 to $99 999","Democrat","Strong","Liberal","Very liberal","Bachelor",5,5,4,6,5,6,5,6,6,6,5,6,"si.supp",2,7.4,5,"si.supp",1,6.3,3,5,1,0,5.16666666666667,5.66666666666667
22,"Hispanic or Latino","Female","Employed full time","$40 000 to $59 999","Democrat","Not very strong","Conservative","Somewhat conservative","High school graduate",4,3,2,2,5,4,2,2,4,4,3,4,"m.supp",3,7.3,4,"control",2,7.1,3,3,1,0,3.33333333333333,3.16666666666667
21,"Hispanic or Latino","Female","Student","$20 000 to $39 999","Something else","Neither","Neither","Neither","Some college",4,3,3,4,6,6,3,6,3,1,4,6,"control",4,7.7,3,"m.opp",3,5.7,5,2,0,0,4.33333333333333,3.83333333333333
45,"White","Male","Employed full time","$40 000 to $59 999","Independent","Closer to the Republican Party","Neither","Closer to conservatives","Associate degree",4,5,5,2,6,2,3,2,5,6,3,3,"si.opp",4,7.9,3,"m.supp",2,5.1,5,3,0,1,4,3.66666666666667
36,"White","Male","Employed full time","$20 000 to $39 999","Independent","Closer to the Democratic Party","Liberal","Somewhat liberal","Some college",5,3,5,5,4,5,3,4,2,6,3,3,"m.supp",4,8,3,"m.supp",4,7.4,5,2,0,1,4.5,3.5
30,"White","Male","Employed full time","$60 000 to $79 999","Republican","Strong","Conservative","Very conservative","High school graduate",3,5,4,6,5,6,6,5,6,6,6,5,"m.supp",4,9.4,3,"m.opp",4,9.1,2,4,0,1,4.83333333333333,5.66666666666667
27,"Native Hawaiian or other Pacific Islander","Female","Employed full time","$60 000 to $79 999","Independent","Closer to the Democratic Party","Neither","Neither","High school graduate",4,2,4,3,2,3,6,4,6,6,5,6,"si.supp",3,3.7,4,"control",2,2.4,5,4,0,0,3,5.5
48,"White","Female","Employed part time","$20 000 to $39 999","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","Associate degree",1,1,1,4,3,6,1,4,1,4,1,1,"m.supp",2,2.8,3,"m.supp",4,8.2,5,2,0,0,2.66666666666667,2
28,"White","Male","Employed part time","$60 000 to $79 999","Democrat","Not very strong","Neither","Closer to conservatives","Some college",4,4,3,2,2,3,4,3,4,5,5,3,"si.supp",2,5.1,3,"control",2,5.5,6,4,1,1,3,4
27,"Hispanic or Latino","Male","Unemployed","Less than $20 000","Democrat","Not very strong","Liberal","Somewhat liberal","Some college",1,1,1,1,3,6,4,4,3,4,2,3,"control",2,7.2,3,"control",2,5.6,5,1,1,1,2.16666666666667,3.33333333333333
36,"White","Male","Retired","$60 000 to $79 999","Something else","Neither","Neither","Neither","Some college",6,6,6,6,5,3,1,5,5,6,1,1,"m.opp",2,5.6,3,"m.opp",4,7.6,5,4,0,1,5.33333333333333,3.16666666666667
25,"White","Male","Homemaker","Less than $20 000","Independent","Neither","Neither","Neither","Some college",5,5,5,6,6,6,1,4,1,3,2,3,"control",3,5,3,"control",4,10,5,1,0,1,5.5,2.33333333333333
43,"White","Male","Employed part time","$60 000 to $79 999","Something else","Neither","Liberal","Somewhat liberal","Bachelor",2,4,5,4,5,2,4,5,4,6,4,4,"m.supp",4,7,3,"si.supp",3,5,5,4,0,1,3.66666666666667,4.5
62,"White","Male","Employed full time","$80 000 to $99 999","Republican","Not very strong","Conservative","Very conservative","Some college",5,5,6,6,5,6,3,6,2,4,3,4,"si.opp",5,10,3,"si.opp",2,4.5,5,5,0,1,5.5,3.66666666666667
47,"White","Male","Retired","Less than $20 000","Republican","Strong","Conservative","Very conservative","Associate degree",3,4,4,6,6,4,1,5,1,5,1,5,"si.opp",1,1,4,"control",1,1,3,1,0,1,4.5,3
52,"Asian","Male","Employed part time","$40 000 to $59 999","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","Bachelor",4,6,6,6,6,3,1,6,3,6,1,4,"control",4,6.4,3,"control",4,8.3,5,3,0,1,5.16666666666667,3.5
53,"White","Male","Employed full time","$100 000 to $149 999","Independent","Closer to the Democratic Party","Conservative","Somewhat conservative","High school graduate",4,5,4,5,5,6,6,6,5,2,6,5,"m.supp",1,3.4,3,"control",3,1.3,1,6,0,1,4.83333333333333,5
39,"White","Male","Employed part time","$150 000 or more","Republican","Strong","Conservative","Somewhat conservative","Master",5,5,3,5,5,4,4,5,5,5,5,5,"si.supp",4,8.1,3,"control",3,7.3,3,7,0,1,4.5,4.83333333333333
20,"Hispanic or Latino","Male","Student","$40 000 to $59 999","Democrat","Not very strong","Neither","Neither","Some college",4,4,3,4,4,5,4,3,3,6,5,4,"m.supp",3,5.3,3,"control",2,5.5,3,3,1,1,4,4.16666666666667
36,"Hispanic or Latino","Female","Employed full time","$20 000 to $39 999","Democrat","Strong","Liberal","Very liberal","Associate degree",6,6,6,6,6,6,1,6,3,1,1,6,"si.opp",5,8.2,3,"si.supp",5,6.6,1,2,1,0,6,3
55,"Asian","Male","Employed full time","$100 000 to $149 999","Democrat","Strong","Liberal","Very liberal","Bachelor",5,5,2,6,6,6,1,3,1,6,1,4,"si.supp",5,10,3,"m.opp",5,10,5,6,1,1,5,2.66666666666667
23,"Black or African-American","Female","Employed full time","$40 000 to $59 999","Democrat","Strong","Conservative","Somewhat conservative","Some college",3,1,4,4,4,2,6,4,1,4,5,4,"si.opp",2,6.6,4,"m.supp",5,6.5,6,3,1,0,3,4
33,"Asian","Female","Employed part time","$20 000 to $39 999","Democrat","Strong","Conservative","Very conservative","Some college",5,4,5,5,6,6,3,6,6,2,5,6,"control",4,8.5,3,"si.supp",5,8,3,2,1,0,5.16666666666667,4.66666666666667
18,"Hispanic or Latino","Other","Student","$20 000 to $39 999","Democrat","Strong","Liberal","Very liberal","11th grade",5,4,6,5,6,6,4,5,3,2,4,4,"si.opp",5,8.2,3,"m.opp",2,1.5,5,2,1,0,5.33333333333333,3.66666666666667
20,"Black or African-American","Male","Employed full time","$60 000 to $79 999","Republican","Not very strong","Liberal","Very liberal","Associate degree",5,2,4,3,5,3,3,6,1,3,2,1,"control",3,8.2,4,"si.supp",3,5.3,2,4,0,1,3.66666666666667,2.66666666666667
18,"Black or African-American","Male","Employed part time","$20 000 to $39 999","Independent","Closer to the Democratic Party","Neither","Neither","High school graduate",4,4,4,5,6,6,3,5,3,4,3,5,"m.supp",3,5.5,4,"m.opp",3,1,6,2,0,1,4.83333333333333,3.83333333333333
75,"White","Female","Retired","Less than $20 000","Democrat","Strong","Neither","Closer to conservatives","High school graduate",6,6,6,6,6,6,1,6,6,6,6,6,"si.opp",5,6.9,3,"control",3,7.3,5,1,1,0,6,5.16666666666667
77,"White","Female","Retired","$80 000 to $99 999","Republican","Not very strong","Conservative","Somewhat conservative","Master",3,2,4,3,5,6,2,3,4,3,4,2,"m.supp",4,7.3,3,"si.supp",4,6.9,5,5,0,0,3.83333333333333,3
50,"White","Male","Unemployed","$40 000 to $59 999","Democrat","Strong","Liberal","Somewhat liberal","Bachelor",5,5,6,6,6,3,4,3,2,6,4,1,"m.supp",5,7.7,3,"control",5,8.1,5,3,1,1,5.16666666666667,3.33333333333333
43,"White","Female","Employed full time","$60 000 to $79 999","Independent","Neither","Conservative","Very conservative","Some college",6,3,3,3,4,4,3,3,3,3,4,3,"m.supp",3,4.1,4,"m.opp",3,5.5,1,4,0,0,3.83333333333333,3.16666666666667
79,"White","Female","Retired","$20 000 to $39 999","Republican","Not very strong","Conservative","Somewhat conservative","High school graduate",4,4,6,6,6,5,1,4,3,3,1,2,"m.supp",3,5.1,3,"m.supp",3,5.6,5,2,0,0,5.16666666666667,2.33333333333333
76,"White","Male","Employed part time","$60 000 to $79 999","Independent","Closer to the Republican Party","Neither","Neither","Some college",3,3,2,5,4,2,2,4,3,6,2,3,"si.opp",1,3.4,3,"si.supp",3,5.1,5,4,0,1,3.16666666666667,3.33333333333333
33,"White","Female","Employed full time","$60 000 to $79 999","Republican","Strong","Conservative","Very conservative","High school graduate",5,5,5,5,5,5,5,5,5,3,6,1,"control",5,10,1,"m.supp",1,10,1,4,0,0,5,4.16666666666667
65,"White","Male","Retired","$20 000 to $39 999","Republican","Not very strong","Conservative","Very conservative","Associate degree",6,2,2,4,4,5,1,6,6,6,6,6,"m.supp",5,4.4,3,"control",1,1.8,5,2,0,1,3.83333333333333,5.16666666666667
74,"White","Male","Retired","$20 000 to $39 999","Republican","Strong","Conservative","Very conservative","Master",4,3,5,4,6,4,4,6,6,6,2,4,"m.supp",1,1.6,3,"control",1,8.6,5,2,0,1,4.33333333333333,4.66666666666667
